"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","shortcode_ima","loccount"
"3399","Rhabdophane-(Nd)","1","0",,"1885","1951","\N","8","C","J","45","9","Rha-Nd","17"
"42532","Rhabdophane-(Y)","1","2011",,"2011","\N","2012","8","C","J","25","1","Rha-Y","1"
"7269","Rheniite","1","2004",,"1999","1994","2005","2","E","B","35","1","Rhn","9"
"7270","Rhodarsenide","1","0",,"1996","1997","1997","2","A","C","25b","1","Rda","9"
"3403","Rhodesite","6","0","1957","1957","1957","\N","9","E","B","05","9","Rod","12"
"3404","Rhodium","1","0","1974","1974","1974","\N","1","A","F","10","1","Rh","21"
"3405","Rhodizite","6","0","1834","1834","1834","\N","6","G","C","05","9","Rdz","18"
"3406","Rhodochrosite","1","0","1813","1813","1782","\N","5","A","B","05","9","Rds","1970"
"3407","Rhodonite","1","0","1819","1819","1959","\N","9","D","K","05","9","Rdn","1069"
"3408","Rhodostannite","1","0","1968","1968","1968","1968","2","D","A","10","1","Rhs","15"
"3409","Rhodplumsite","1","0","1983","1982","1983","1983","2","B","E","15","1","Rhp","1"
"3410","Rhomboclase","6","0","1888","1891","1891","\N","7","C","B","55","9","Rbc","71"
"3402","Rhönite","6","0","1907","1907","1907","1907","9","D","H","40","9","Rhö","61"
"3411","Ribbeite","1","1985","1985","1985","1987","\N","9","A","F","65","1","Rib","15"
"54602","Richardsite","0","\N",,"2020","\N","2020","0","0","0",,"1","Ric","2"
"47993","Richardsollyite","0","\N",,"2016","\N","2017","2","H","D","15","1","Rsy","1"
"3413","Richellite","7","1883","1883","1883","1883","\N","8","B","B","90","25","Rhe","5"
"3414","Richelsdorfite","1","1982","1982","1982","1983","\N","8","D","K",,"1","Rdf","67"
"3415","Richetite","6","0","1947","1947","1947","1947","4","G","B","15","9","Rht","10"
"3416","Richterite","6","0","1865","1865","1865","\N","9","D","E","20","9","Rct","225"
"3417","Rickardite","6","0","1903","1903","1903","1903","2","B","A","30","9","Rkd","59"
"40290","Rickturnerite","1","2010","2005","2010","\N","2012","3","D","B",,"1","Rtn","3"
"3418","Riebeckite","6","0","1888","1888","1962","\N","9","D","E","25","9","Rbk","646"
"51474","Riesite","1","2013",,"2017","\N","2020","4","D","M","45","1","Rie","1"
"50771","Rietveldite","0","\N",,"2016","1978","2017","7","E","B","10","1","Rvd","5"
"3419","Rilandite","7","0","1933","1933","1933","\N","9","H","B","10","25","Ril","1"
"3420","Rimkorolgite","1","0","1995","1990","1995","1995","8","C","H","45","1","Rolg","3"
"3421","Ringwoodite","1","1968","1969","1968","1969","1969","9","A","C","15","1","Rwd","31"
"3422","Rinkite-(Ce)","1","2009","1884","1884","1884","\N","9","0","0","20","1","Rin-Ce","73"
"52144","Rinkite-(Y)","1","2013",,"2017","\N","2019","9","B","E","20","1","Rin-Y","3"
"10734","Rinmanite","1","2000",,"2000","\N","2001","4","C","B","40","1","Rnm","4"
"3423","Rinneite","6","0","1908","1909","1909","\N","3","C","J","05","9","Rne","24"
"27210","Riomarinaite","1","2000","2000","2000","1982","2005","7","D","F","75","1","Rmr","4"
"52989","Ríosecoite","0","\N",,"2018","\N","2019","8","C","F","20","1","Rse","1"
"46850","Riotintoite","1","2015",,"2015","\N","\N","7","D","C","45","1","Rio","1"
"47923","Rippite","0","\N",,"2016","\N","2020","9","H","A","45","1","Rip","1"
"3425","Rittmannite","1","1987",,"1987","1990","\N","8","D","H","15","1","Rit","13"
"3426","Rivadavite","1","1966","1966","1966","1967","\N","6","F","A","20","1","Riv","4"
"3427","Riversideite","6","0","1917","1917","1953","\N","9","D","G","10","17","Rsd","7"
"3430","Roaldite","1","0","1981","1980","1981","1981","1","B","C","05","1","Roa","4"
"3431","Robertsite","1","1973","1973","1973","1974","1974","8","D","H","30","1","Rbt","46"
"3432","Robinsonite","6","0","1951","1952","1948","\N","2","H","C","20","9","Rob","53"
"3433","Rockbridgeite","6","0","1949","1949","1880","\N","8","B","C","10","9","Rkb","239"
"3435","Rodalquilarite","1","1967","1967","1967","1968","\N","4","J","L","05","1","Raq","10"
"7271","Rodolicoite","1","1995","1995","1995","1997","\N","8","A","A","05","1","Rdl","2"
"3436","Roeblingite","6","0","1897","1897","1897","\N","9","C","B","05","9","Roe","4"
"3437","Roedderite","1","0","1966","1965","1966","1966","9","C","M","05","1","Rdr","33"
"27514","Rogermitchellite","1","2003",,"2003","\N","\N","9","C","A","35","1","Rmt","1"
"3438","Roggianite","1","0","1969","1968","1969","1969","9","G","B","20","1","Rog","5"
"3439","Rohaite","1","0","1978","1973","1980","\N","2","B","D","35","1","Roh","2"
"3440","Rokühnite","1","0",,"1979","1965","1980","3","B","B","10","1","Rok","6"
"7037","Rollandite","1","1998",,"1998","\N","2000","8","C","D","30","1","Rol","1"
"3441","Romanèchite","1","0",,"1900","1828","\N","4","D","K","10","9","Rmn","366"
"46113","Romanorlovite","1","2014",,"2014","\N","2017","3","D","A","80","1","Ror","1"
"3442","Romarchite","1","0","1971","1969","1971","\N","4","A","C","20","1","Rom","16"
"3428","Römerite","6","0",,"1858","1858","1858","7","C","B","75","9","Röm","144"
"25682","Rondorfite","1","1997","1979","1997","\N","2004","9","A","B","20","1","Ron","9"
"41131","Rongibbsite","1","2010",,"2010","\N","\N","9","G","F","65","1","Rgb","1"
"11000","Ronneburgite","1","1998","1998","1998","\N","\N","8","A","C","75","1","Rbu","2"
"3429","Röntgenite-(Ce)","1","1987",,"1953","1953","\N","5","B","D","20d","9","Rng-Ce","20"
"3444","Rooseveltite","6","0","1946","1946","1946","1946","8","A","D","50","9","Roo","44"
"3445","Roquesite","1","0",,"1962","1963","\N","2","C","B","10a","1","Ro","57"
"3446","Rorisite","1","0","1990","1989","1977","1982","3","D","C","25","1","Rrs","4"
"3447","Rosasite","6","0","1908","1908","1908","\N","5","B","A","10","9","Rss","559"
"3448","Roscherite","1","0","1914","1914","1914","\N","8","D","A","10","9","Rsc","35"
"3449","Roscoelite","1","0","1876","1876","1876","\N","9","E","C","15","9","Rcl","283"
"3450","Roselite","6","0","1824","1824","1824","\N","8","C","G","10","9","Rsl","26"
"3452","Rosemaryite","1","0","1979","1979","1979","\N","8","A","C","15","1","Rmy","9"
"3453","Rosenbergite","1","1992","1992","1992","1993","1993","3","C","D","05","1","Ros","6"
"3454","Rosenbuschite","6","0","1887","1887","1887","1887","9","B","E","22","9","Rbs","64"
"3455","Rosenhahnite","1","0","1962","1965","1967","\N","9","B","J","10","1","Rhh","8"
"3457","Roshchinite","1","0","1990","1989","1990","1990","2","J","B","40a","1","Rch","4"
"7274","Rosiaite","1","0",,"1995","1987","\N","4","D","H","25","1","Rsi","12"
"3458","Rosickýite","6","0","1930","1931","1931","1931","1","C","C","05","9","Rký","26"
"3459","Rosièresite","7","0",,"1841","1841","\N","8","D","F","10","25","Rsr","2"
"43579","Rossiantonite","1","0",,"2012","\N","\N","8","D","B","50","1","Ran","2"
"3460","Rossite","6","0","1926","1927","1928","1928","4","H","D","05","9","Rs","36"
"3470","Rösslerite","6","0",,"1861","1861","1861","8","C","E","20","9","Rö","25"
"7275","Rossmanite","1","0",,"1996","1996","\N","9","C","K","05","1","Rsm","41"
"46437","Rossovskyite","1","2014",,"2014","\N","\N","4","D","B","30","1","Rvy","2"
"3461","Rostite","1","0",,"1979","1975","\N","7","D","B","10","17","Rst","15"
"53743","Roterbärite","0","\N",,"2019","\N","2020","2","G","A","25","1","Rbä","2"
"10588","Rouaite","1","0",,"1999","1961","\N","5","N","B","05","1","Rou","15"
"3462","Roubaultite","1","1970","1970","1970","1970","1970","5","E","A","25","1","Rbl","3"
"38702","Roumaite","1","2008",,"2008","\N","2010","9","B","E","20","1","Rma","1"
"3463","Rouseite","1","1984","1984","1984","1986","1986","4","J","C","15","1","Rus","1"
"3464","Routhierite","1","0","1974","1973","1974","\N","2","G","A","40","1","Rtr","9"
"3465","Rouvilleite","1","0","1991","1989","1991","\N","5","B","C","10","1","Rvl","3"
"26393","Rouxelite","1","2002",,"2002","\N","\N","2","J","B","25j","1","Rxl","5"
"3466","Roweite","6","0","1937","1937","1937","1937","6","D","A","25","9","Rwe","4"
"3467","Rowlandite-(Y)","1","0",,"1891","1891","1893","9","H","G","20","9","Row-Y","11"
"50335","Rowleyite","0","\N",,"2016","\N","2017","8","D","M","50","1","Rwl","2"
"3468","Roxbyite","1","1986","1986","1986","1988","1988","2","B","A","05","1","Rox","32"
"50357","Roymillerite","0","\N",,"2016","\N","2017","9","E","G","70","1","Roy","1"
"3469","Rozenite","1","0","1960","1960","1960","1960","7","C","B","15","1","Rzn","335"
"51471","Rozhdestvenskayaite-(Zn)","1","2013",,"2017","1978","2018","2","G","B","05","1","Roz-Zn","4"
"39845","Rruffite","1","2010",,"2009","\N","\N","8","C","G","10","1","Ruf","5"
"3471","Ruarsite","1","0","1979","1979","1979","1979","2","E","B","20","1","Rua","34"
"7276","Rubicline","1","0",,"1996","1998","\N","9","F","A","30","1","Rub","7"
"51587","Rubinite","1","2013",,"2017","\N","\N","9","A","D","25","5","Rbi","1"
"3474","Rucklidgeite","1","1975","1975","1975","1969","1977","2","G","C","40c","1","Ruk","83"
"51409","Rudabányaite","1","2013",,"2017","\N","\N","8","B","O","55","1","Rdb","1"
"27575","Rudashevskyite","1","2005",,"2005","\N","2008","2","C","B","05a","1","Rud","6"
"26665","Rudenkoite","1","2003",,"2003","\N","2004","9","H","A","50","1","Rd","1"
"52164","Rüdlingerite","1","2013",,"2017","\N","2020","8","F","C","05","1","Rdg","2"
"29066","Ruifrancoite","1","2006",,"2005","\N","\N","8","D","A","10","1","Rui","2"
"3475","Ruitenbergite","1","0","1993","1992","1993","\N","6","G","D","05","1","Rtb","2"
"3476","Ruizite","1","1977","1977","1977","1978","\N","9","B","J","35","1","Rz","6"
"53563","Rumoiite","1","2013",,"2019","\N","\N","1","A","C","20","5","Rmo","1"
"42723","Rumseyite","1","2012",,"2011","\N","\N","3","D","C","52","1","Rum","1"
"3477","Rusakovite","1","0","1960","1960","1960","1960","8","D","F","15","1","Rko","2"
"41179","Rusinovite","1","2011",,"2010","\N","\N","9","B","E","95","1","Rnv","5"
"3478","Russellite","6","0","1938","1938","1938","\N","4","D","E","15","9","Rll","46"
"47596","Russoite","1","2016",,"2015","\N","2019","3","C","L","05","1","Rso","1"
"3479","Rustenburgite","1","0","1975","1974","1975","1975","1","A","G","10","1","Rsb","51"
"3480","Rustumite","1","0","1965","1964","1965","1965","9","B","G","30","1","Rtm","8"
"3481","Ruthenarsenite","1","0","1974","1973","1974","\N","2","C","C","15","1","Ras","12"
"3482","Rutheniridosmine","11","1991","1936","1973","1973","\N","1","A","F","05","1","Rir","54"
"3483","Ruthenium","1","0","1974","1974","1973","\N","1","A","F","05","1","Ru","57"
"3484","Rutherfordine","1","0","1906","1906","1906","\N","5","E","B","05","9","Rfd","69"
"3486","Rutile","6","0","1803","1800","1772","\N","4","D","B","05","9","Rt","6554"
"3488","Rynersonite","1","1974","1974","1974","1978","\N","4","D","F","05","1","Rys","20"
"45974","Saamite","1","2013",,"2013","\N","\N","9","B","E","25","1","Saa","1"
"3492","Sabatierite","1","1976","1976","1976","1979","\N","2","B","D","45","1","Sab","5"
"3493","Sabelliite","1","1994",,"1994","\N","\N","8","B","E","65","1","Sbl","7"
"3494","Sabieite","1","0","1983","1982","1984","1984","7","A","C","20","1","Sbi","11"
"3495","Sabinaite","1","0","1980","1978","1980","\N","5","B","B","20","1","Sba","3"
"3496","Sabugalite","6","0","1951","1951","1951","1951","8","E","B","55","9","Sbg","100"
"54023","Saccoite","0","\N",,"2019","\N","\N","7","B","C","65","5","Sac","1"
"3498","Sacrofanite","1","1979","1979","1979","1979","1980","9","F","B","05","1","Scf","4"
"3499","Sadanagaite","11","0","1984","2002","1984","\N","9","D","E","15","1","Sdg","16"
"7277","Saddlebackite","1","0",,"1994","1997","1997","2","G","C","40d","1","Sdd","5"
"3500","Safflorite","6","0","1817","1835","1817","\N","2","E","B","15a","9","Saf","380"
"3501","Sahamalite-(Ce)","6","0",,"1953","1953","1953","5","A","D","05","9","Shm-Ce","3"
"3502","Sahlinite","6","0","1934","1934","1934","1934","8","B","O","20","9","Sah","6"
"27258","Sailaufite","1","2000",,"2000","\N","2003","8","D","H","30","1","Slf","5"
"3503","Sainfeldite","1","0","1964","1963","1964","1964","8","C","B","10","1","Sai","32"
"3504","Sakhaite","1","1965","1965","1965","1817","1966","6","A","B","65","1","Skh","8"
"3506","Sakuraiite","1","1965","1965","1965","1965","1965","2","C","B","05b","1","Sak","14"
"3507","Salammoniac","6","0",,"1556","1802","\N","3","A","A","25","9","Sam","123"
"3508","Saléeite","6","0","1932","1932","1932","\N","8","E","B","05","9","Slé","110"
"3509","Salesite","6","0","1939","1939","1938","1939","4","K","B","05","9","Sls","2"
"3510","Saliotite","1","0","1994","1990","1994","\N","9","E","C","60","1","Sal","2"
"42730","Saltonseaite","1","2012",,"2011","\N","\N","3","C","J","05","1","Sts","2"
"7680","Salzburgite","1","2000",,"2000","\N","\N","2","H","B","05a","1","Szb","8"
"32666","Samaniite","1","2007",,"2007","1998","2011","2","B","B",,"1","Smn","4"
"3512","Samarskite-(Y)","1","1980",,"1847","1839","\N","4","D","B","25","9","Smk-Y","410"
"27449","Samarskite-(Yb)","1","2004",,"2004","\N","\N","4","D","B","25","1","Smk-Yb","3"
"3513","Samfowlerite","1","1991","1991","1991","1994","\N","9","B","F","10","1","Sfw","1"
"3515","Sampleite","6","0","1942","1942","1942","\N","8","D","G","05","9","Smp","45"
"3516","Samsonite","6","0","1910","1910","1910","\N","2","G","A","15","9","Ssn","8"
"3517","Samuelsonite","1","0",,"1974","1975","1975","8","B","F","10","1","Sms","4"
"3518","Sanbornite","6","0","1932","1932","1932","\N","9","E","F","10","9","Sabn","23"
"3519","Sanderite","7","0","1952","1952","1952","\N","7","C","B","07","9","Sdr","6"
"3520","Saneroite","1","0","1979","1979","1980","\N","9","D","K","15","1","Snr","6"
"53678","Sangenaroite","0","\N",,"2019","\N","\N","2","J","A",,"5","Sgar","1"
"43869","Sanguite","1","2013",,"2013","1963","\N","3","A","0",,"1","Sgu","1"
"3521","Sanidine","6","0","1808","1808","1810","\N","9","F","A","30","9","Sa","915"
"3522","Sanjuanite","1","1966","1966","1966","1968","1968","8","D","B","30","1","Sjn","4"
"3523","Sanmartinite","6","0","1948","1948","1948","1948","4","D","B","30","9","Sma","5"
"29029","Sanrománite","1","2006",,"2006","\N","\N","5","A","C","30","1","Srm","2"
"11436","Santabarbaraite","1","2000",,"2000","\N","2003","8","C","E","80","1","Sbb","25"
"3524","Santaclaraite","1","1979","1975","1979","1978","\N","9","D","K","10","1","Scl","2"
"3525","Santafeite","6","0","1957","1958","1958","\N","8","D","M","40","9","Sfe","5"
"3526","Santanaite","1","1971",,"1971","1972","1972","7","F","B","10","1","San","1"
"29030","Santarosaite","1","2007","2003","2007","\N","2008","6","B","D","05","1","Srs","1"
"3527","Santite","1","0","1970","1969","1937","1970","6","E","A","10","1","Snt","4"
"3528","Saponite","6","0","1840","1840","1925","\N","9","E","C","45","9","Sap","363"
"3531","Sapphirine","1","0","1809","1819","1819","\N","9","D","H","45","9","Spr","162"
"3532","Sarabauite","1","1976","1976","1976","1977","\N","2","M","A","10","1","Sbu","3"
"46677","Saranchinaite","1","2015",,"2015","\N","2018","7","A","C","45","1","Src","1"
"55032","Saranovskite","0","\N",,"2020","1888","2020","0","0","0",,"1","Svs","1"
"3533","Sarcolite","6","0","1807","1807","1807","\N","9","E","H","15","9","Sco","9"
"3534","Sarcopside","6","0","1868","1868","1868","1868","8","A","B","15","9","Sar","70"
"39005","Sardignaite","1","2008",,"2008","\N","\N","4","D","M","50","1","Sdi","3"
"3535","Sarkinite","6","0","1885","1885","1865","\N","8","B","B","15","9","Srk","38"
"3536","Sarmientite","6","1968","1941","1941","1941","\N","8","D","B","35","9","Smi","8"
"42800","Sarrabusite","1","1997",,"1997","1999","\N","4","J","G","55","1","Sbs","1"
"3537","Sartorite","6","0","1868","1868","1868","\N","2","H","C","05a","9","Sat","14"
"3538","Saryarkite-(Y)","1","0",,"1964","1964","1964","8","D","O","25","1","Syk-Y","1"
"3539","Sasaite","1","1977","1977","1977","1978","1978","8","D","B","55","1","Sas","12"
"3540","Sassolite","6","0","1800","1800","1778","\N","6","A","A","05","9","Sso","41"
"3541","Satimolite","1","1967","1967","1967","1969","\N","6","H","0","15","1","Sati","3"
"3542","Satpaevite","1","0","1959","1959","1959","1959","4","H","G","65","1","Spv","3"
"3543","Satterlyite","1","1976","1976","1976","1978","\N","8","B","B","20","1","Sly","3"
"3544","Sauconite","6","0","1875","1875","1946","\N","9","E","C","45","9","Sau","70"
"3545","Sayrite","1","0","1983","1982","1983","1983","4","G","B","50","1","Syr","3"
"3546","Sazhinite-(Ce)","1","1973",,"1973","1974","1974","9","E","A","30","1","Szi-Ce","5"
"27499","Sazhinite-(La)","1","2004",,"2002","\N","\N","9","E","A","30","1","Szi-La","3"
"3547","Sazykinaite-(Y)","1","0",,"1992","1993","1993","9","D","M","10","1","Szn-Y","4"
"52753","Sbacchiite","0","\N",,"2018","\N","2019","3","C","B","55","1","Scc","4"
"3548","Sborgite","6","0","1957","1957","1957","1957","6","E","A","05","9","Srg","7"
"3549","Scacchite","6","0","1869","1855","1855","\N","3","A","B","20","9","Sca","3"
"7016","Scainiite","1","1997",,"1996","1985","1999","2","J","B","35b","1","Scn","7"
"7278","Scandiobabingtonite","1","0",,"1993","1998","1998","9","D","K","05","1","Sbab","3"
"8778","Scapolite","0","0",,"\N","1931","\N","0",,,,"0","Scp","1214"
"3551","Scarbroite","6","0","1829","1829","1829","1829","5","D","A","35","9","Scr","11"
"3552","Scawtite","6","0","1929","1930","1930","\N","9","C","K","15","9","Scw","29"
"3553","Schachnerite","1","0","1972","1971","1972","1972","1","A","D","15a","1","Shn","20"
"3554","Schafarzikite","6","0","1921","1921","1921","\N","4","J","A","20","9","Sfz","14"
"7279","Schäferite","1","1997",,"1997","1999","\N","8","A","C","25","1","Sfr","7"
"3555","Schairerite","6","0","1931","1931","1931","\N","7","B","D","10","9","Shr","4"
"3557","Schallerite","6","0","1924","1925","1925","\N","9","E","E","15","9","Slr","13"
"3558","Schapbachite","1","1982","2004","1853","1863","\N","2","J","A","15","9","Spb","31"
"3559","Schaurteite","1","0","1965","1967","1967","\N","7","D","F","25","1","Sht","1"
"3560","Scheelite","6","0","1821","1821","1747","\N","7","G","A","05","9","Sch","5335"
"3564","Schertelite","6","0","1902","1902","1887","\N","8","C","H","30","9","She","3"
"27490","Scheuchzerite","1","2004",,"2004","\N","\N","9","D","M","35","1","Shz","3"
"7110","Schiavinatoite","1","1999","1998","1999","\N","2001","6","A","C","15","1","Shv","3"
"3566","Schieffelinite","1","1979","1979","1979","1980","1980","7","C","D","55","1","Sfl","7"
"43584","Schindlerite","1","0",,"2012","\N","2013","4","H","C","60","1","Shi","2"
"44010","Schizolite","1","2013",,"2013","1901","\N","9","D","G","05","1","Szl","13"
"26667","Schlegelite","1","2003","1988","2003","\N","2006","8","B","O","45","1","Scg","5"
"25688","Schlemaite","1","2003",,"2003","\N","\N","2","B","E","25","1","Slm","2"
"3568","Schlossmacherite","1","0","1980","1979","1980","\N","7","B","C","10","1","Ssm","2"
"42788","Schlüterite-(Y)","1","2012",,"2012","\N","\N","9","B","E","97","1","Slü-Y","1"
"51842","Schmidite","1","2013",,"2017","\N","2019","8","D","B","07","1","Smd","1"
"3569","Schmiederite","6","1962","1962","1962","1963","\N","7","B","C","65","9","Scm","17"
"3570","Schmitterite","1","0","1971","1967","1971","1971","4","J","K","70","1","Sci","8"
"11378","Schneebergite","1","1999","1999","1999","\N","\N","8","C","G","15","1","Snb","1"
"3571","Schneiderhöhnite","1","1973","1973","1973","1973","\N","4","J","A","35","1","Snh","17"
"3572","Schoderite","1","0","1960","1962","1960","1962","8","C","E","70","1","Sde","5"
"3573","Schoenfliesite","1","1968","1968","1968","1971","\N","4","F","C","10","1","Sfs","11"
"3574","Schoepite","1","0","1923","1923","1923","\N","4","G","A","05","9","Sho","115"
"3861","Schöllhornite","1","0",,"1984","1984","1984","2","F","B","05","1","Slh","5"
"3576","Scholzite","6","0","1948","1948","1951","\N","8","C","A","45","9","Slz","24"
"3577","Schoonerite","1","1976",,"1976","1977","1977","8","D","B","15","1","Soo","14"
"3578","Schorl","6","1524","1505","1562","1505","\N","9","C","K","05","9","Srl","3163"
"3579","Schorlomite","6","0","1846","1846","1846","1846","9","A","D","25","9","Slo","74"
"3582","Schreibersite","6","0","1847","1848","1944","\N","1","B","D","05","9","Scb","397"
"3583","Schreyerite","1","1976","1976","1976","1976","1976","4","C","B","35","1","Sry","14"
"3584","Schröckingerite","6","0",,"1873","1873","1873","5","E","G","05","9","Srö","153"
"3586","Schubnelite","1","1970","1970","1970","1970","1970","8","C","B","35","1","Shb","4"
"3587","Schuetteite","1","0","1959","1959","1959","\N","7","B","B","40","1","Sh","22"
"3588","Schuilingite-(Nd)","1","0",,"1948","1947","1947","5","D","B","20","9","Shg-Nd","3"
"3589","Schulenbergite","1","0","1984","1982","1984","1984","7","D","D","80","1","Slb","166"
"40293","Schüllerite","1","2010",,"2010","\N","\N","9","B","E","25","1","Shü","5"
"3590","Schultenite","6","0","1926","1926","1904","\N","8","A","D","30","9","Slt","38"
"3591","Schumacherite","1","0","1983","1982","1983","1983","8","B","O","10","1","Shh","12"
"3592","Schwartzembergite","6","0","1868","1868","1864","\N","4","K","B","10","9","Swb","23"
"7281","Schwertmannite","1","1990","1990","1990","1994","1994","7","D","E","15","1","Swm","48"
"3593","Sclarite","1","1988","1988","1988","1986","1989","5","B","A","30","1","Sl","3"
"3594","Scolecite","6","0","1813","1813","1813","\N","9","G","A","05","9","Slc","453"
"53674","Scordariite","0","\N",,"2019","\N","2019","7","D","F","52","1","Sda","1"
"3595","Scorodite","6","0","1818","1818","1801","\N","8","C","D","10","9","Scd","1345"
"53560","Scorticoite","1","2013",,"2019","\N","\N","9","A","F","75","5","Srt","1"
"3596","Scorzalite","6","0","1947","1949","1948","1949","8","B","B","40","9","Scz","75"
"3597","Scotlandite","1","0","1978","1982","1983","1984","4","J","E","20","1","Sct","29"
"42861","Scottyite","1","2012",,"2012","1990","2013","9","B","C","40","1","Sty","6"
"3598","Scrutinyite","1","0","1988","1984","1952","\N","4","D","B","20","1","Sny","9"
"54246","Seaborgite","1","2013",,"2020","\N","2021","0","0","0",,"1","Sea","1"
"3599","Seamanite","6","0","1930","1930","1930","1930","6","A","C","65","9","Sem","6"
"3600","Searlesite","6","0","1914","1914","1914","1914","9","E","F","15","9","Sle","41"
"3601","Sederholmite","1","0","1964","1964","1964","1964","2","C","C","05","1","Sdh","2"
"3602","Sedovite","1","0","1965","1965","1965","1965","7","H","A","05","1","Sdv","5"
"3603","Seeligerite","1","0",,"1970","1971","1971","4","K","B","15","1","Sli","13"
"3604","Seelite","1","0","1993","1992","1958","\N","4","J","D","10","1","See","6"
"3605","Segelerite","1","1973",,"1973","1974","1974","8","D","H","20","1","Sgl","3"
"45988","Segerstromite","1","2014",,"2014","\N","2018","8","B","O","60","1","Ssr","1"
"3606","Segnitite","1","1991","1991","1991","1992","\N","8","B","L","10","1","Sgt","170"
"7284","Seidite-(Ce)","1","1993",,"1993","1998","1998","9","D","J","20","1","Sei-Ce","3"
"3607","Seidozerite","6","0","1958","1958","1959","\N","9","B","E","25","9","Sdz","8"
"26715","Seifertite","1","2004",,"2004","\N","\N","4","D","A","50","1","Sft","3"
"3608","Seinäjokite","1","1976",,"1976","1968","1976","2","E","B","15b","1","Sjk","5"
"39439","Sejkoraite-(Y)","1","2009",,"2009","\N","\N","7","E","C","15","1","Sej-Y","3"
"3609","Sekaninaite","1","0","1968","1967","1975","1975","9","C","J","10","1","Skn","40"
"3611","Selenium","6","0","1934","1934","1934","1934","1","C","C","10","9","Se","167"
"27493","Selenojalpaite","1","2004",,"2004","\N","\N","2","B","A","45","1","Sjal","2"
"55041","Selenolaurite","0","\N",,"2020","\N","\N","0","0","0",,"5","Slrt","1"
"31645","Selenopolybasite","1","2006",,"2006","\N","2007","2","G","B","15","1","Splb","7"
"3612","Selenostephanite","1","0","1985","1982","1987","\N","2","G","B","10","1","Ssph","3"
"3613","Seligmannite","6","0","1901","1901","1901","1901","2","G","A","50","9","Seli","85"
"47783","Selivanovaite","0","\N",,"2016","\N","2018","9","B","E","27","1","Svn","1"
"3614","Sellaite","6","0","1868","1868","1869","\N","3","A","B","15","9","Sel","67"
"7287","Selwynite","1","0","1995","1993","1993","\N","8","C","A","20","1","Swy","1"
"3615","Semenovite-(Ce)","1","1971",,"1971","1972","\N","9","D","N","10","1","Smv-Ce","2"
"3616","Semseyite","6","0","1881","1881","1881","\N","2","H","C","10d","9","Ssy","207"
"3617","Senaite","6","0","1898","1898","1898","1898","4","C","C","40","9","Sna","36"
"3618","Senarmontite","6","0","1851","1851","1851","\N","4","C","B","50","9","Sen","211"
"3619","Senegalite","1","1975","1975","1975","1976","\N","8","D","E","05","1","Sng","4"
"3620","Sengierite","6","0","1949","1949","1949","1949","4","H","B","10","9","Sgi","16"
"27468","Senkevichite","1","2004",,"2004","\N","\N","9","D","G","75","1","Sev","1"
"3621","Sepiolite","6","0","1847","1847","1847","\N","9","E","E","25","9","Sep","273"
"3622","Serandite","6","0","1931","1931","1931","1931","9","D","G","05","9","Srd","48"
"3623","Serendibite","6","0","1902","1903","1903","1903","9","D","H","40","9","Ser","23"
"3624","Sergeevite","1","0",,"1979","1980","1980","5","D","B","25","1","Sge","2"
"54024","Sergevanite","0","\N",,"2019","\N","\N","9","C","O","10","5","Sgv","1"
"11135","Serpentine Subgroup","0","0",,"\N","1957","\N","0","0","0",,"0","Srp","2803"
"3625","Serpierite","6","0","1881","1881","1881","\N","7","D","D","30","9","Spe","358"
"7288","Serrabrancaite","1","0","2000","1998","1987","2000","8","C","B","05","1","Sra","9"
"11128","Sewardite","1","0",,"2001","\N","\N","8","B","H","30","1","Sew","7"
"3626","Shabaite-(Nd)","1","1988",,"1988","1989","1989","5","E","E","10","1","Sbt-Nd","1"
"3627","Shabynite","1","1979","1979","1979","1980","1980","6","A","B","55","1","Sby","1"
"3628","Shadlunite","1","0","1973","1972","1973","1973","2","B","B","15","1","Slu","4"
"3629","Shafranovskite","1","0","1982","1981","1982","1982","9","E","E","65","1","Sfn","6"
"55382","Shagamite","0","\N",,"2021","\N","\N","0","0","0",,"5","Sgm","1"
"55036","Shakhdaraite-(Y)","0","\N",,"2020","\N","\N","0","0","0",,"5","Skd-Y","1"
"3630","Shakhovite","1","0",,"1980","1980","1980","4","F","B","05","1","Sk","9"
"3631","Shandite","6","0","1950","1949","1950","1950","2","B","E","15","9","Snd","21"
"3632","Shannonite","1","0","1995","1993","1995","\N","5","B","E","05","1","Snn","9"
"3633","Sharpite","6","0","1935","1938","1938","1938","5","E","A","35","9","Shp","6"
"51845","Sharyginite","1","2013",,"2017","\N","2018","4","A","C","10","1","Syg","9"
"3634","Shattuckite","1","0","1915","1915","1915","\N","9","D","B","40","9","Sha","86"
"3635","Shcherbakovite","6","0","1954","1954","1954","1954","9","D","H","20","9","Sbk","25"
"3636","Shcherbinaite","1","0","1972","1971","1970","\N","4","H","E","10","1","Shc","10"
"45966","Shchurovskyite","1","2013",,"2013","\N","2015","8","B","G","25","1","Svk","1"
"7289","Sheldrickite","1","0","1991","1996","1997","1997","5","D","C","15","1","Sdk","1"
"51949","Shenzhuangite","1","2013",,"2017","1990","2018","2","C","B","07a","1","Szh","2"
"3637","Sherwoodite","6","0","1958","1958","1958","\N","4","H","C","15","9","Swd","27"
