"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","shortcode_ima","loccount"
"796","Buddingtonite","6","1963","1963","1963","1964","\N","9","F","A","30","9","Bud","31"
"797","Bukovite","1","0","1971","1970","1971","\N","2","B","D","30","1","Bko","15"
"798","Bukovskýite","1","0",,"1967","1986","\N","8","D","B","40","1","Buk","22"
"799","Bulachite","1","1982","1982","1982","1979","1983","8","D","E","15","1","Buh","5"
"46415","Bulgakite","1","2014",,"2014","\N","2016","9","D","C",,"1","Bgk","1"
"800","Bultfonteinite","6","0","1932","1932","1932","1932","9","A","G","80","9","Bul","24"
"46195","Bunnoite","1","2014",,"2014","\N","\N","9","B","H",,"1","Bno","1"
"801","Bunsenite","6","0","1858","1868","1858","\N","4","A","B","25","9","Bse","15"
"802","Burangaite","1","1976","1976","1976","1973","\N","8","D","K","15","1","Brg","5"
"803","Burbankite","6","0","1953","1953","1953","\N","5","A","C","30","9","Bbn","76"
"804","Burckhardtite","1","1976","1976","1976","1979","\N","9","E","C","70","1","Bkd","6"
"35833","Burgessite","1","2007",,"2007","\N","\N","8","C","B","60","1","Bge","2"
"805","Burkeite","6","0","1921","1921","1921","\N","7","B","D","25","9","Bke","53"
"43933","Burnettite","1","2013",,"2013","\N","\N","9","0","0",,"1","Bnet","1"
"11157","Burnsite","1","2000",,"2000","\N","\N","4","J","G","35","1","Bur","1"
"35892","Burovaite-Ca","1","2008",,"2008","\N","\N","9","C","E","30c","1","Brv-Ca","1"
"806","Burpalite","1","1988","1988","1988","1990","1990","9","B","E","17","1","Brp","5"
"50785","Burroite","0","\N",,"2016","\N","2017","4","H","C","25","1","Burr","1"
"808","Burtite","1","1980","1980","1980","1967","\N","4","F","C","10","1","Bu","3"
"11186","Buryatite","1","0",,"2000","\N","2001","7","D","G","15","1","Buy","2"
"42371","Buseckite","1","2011",,"2011","\N","\N","2","C","B","45","1","Bsc","1"
"9779","Buserite","5","0",,"1970","1970","\N","4","F","L","35","0","Bsr","22"
"11002","Bushmakinite","1","2001",,"2001","\N","2002","8","B","G","05","1","Bmk","4"
"11187","Bussenite","1","0",,"2000","\N","\N","9","B","E","65","1","Bus","1"
"32615","Bussyite-(Ce)","1","2007","2004","2007","\N","\N","9","E","A","80","1","Bsy-Ce","1"
"46442","Bussyite-(Y)","1","2014",,"2014","\N","\N","9","E","A",,"1","Bsy-Y","1"
"809","Bustamite","6","0","1922","1826","1876","\N","9","D","G","05","9","Bst","118"
"47863","Butianite","0","\N",,"2016","\N","2018","2","L","A","65","1","But","1"
"810","Butlerite","6","0","1928","1928","1922","\N","7","D","C","10","9","Btl","34"
"821","Bütschliite","6","0",,"1947","1947","1947","5","A","C","15","9","Büt","12"
"811","Buttgenbachite","6","0","1925","1925","1890","\N","3","D","A","25","9","Bba","18"
"812","Byelorussite-(Ce)","1","0",,"1988","1989","1989","9","C","E","25","1","Bye-Ce","1"
"26447","Bykovaite","1","2003",,"2003","\N","2005","9","B","E","55","1","Byv","1"
"43917","Byrudite","1","2013",,"2013","\N","\N","4","C","A",,"1","Byd","2"
"813","Bystrite","1","1990","1990","1990","1979","1991","9","F","B","05","1","Bys","1"
"814","Byströmite","6","0",,"1952","1952","\N","4","D","B","10","9","Bym","3"
"47927","Bytízite","0","\N",,"2016","\N","2018","2","G","A","20","1","Btz","3"
"37645","Byzantievite","1","2009",,"2009","\N","2009","9","A","H","50","1","Byz","2"
"703","Bøggildite","6","0",,"1951","1951","\N","3","C","G","20","9","Bgg","1"
"705","Bøgvadite","1","1987",,"1987","1988","1988","3","C","F","15","1","Bgv","1"
"7027","Cabalzarite","1","1997",,"1997","\N","\N","8","C","G","15","1","Clz","4"
"837","Cabriite","1","1981","1981","1981","1983","1983","1","A","G","30","1","Cbr","15"
"47794","Cabvinite","1","2013",,"2016","\N","2017","3","D","0",,"1","Cbv","1"
"840","Cacoxenite","6","0","1825","1826","1825","\N","8","D","C","40","9","Cac","324"
"842","Cadmium","1","1979","1979","1818","1979","\N","1","A","B","05","9","Cd","5"
"27212","Cadmoindite","1","2003",,"2003","1950","2004","2","D","A","05","1","Cad","3"
"844","Cadmoselite","6","0","1957","1957","1957","1957","2","C","B","45","9","Cds","5"
"845","Cadwaladerite","7","1941","1941","1941","1941","\N","3","B","D","05","9","Cwd","11"
"46008","Caesiumpharmacosiderite","1","2013",,"2013","\N","\N","8","C","J",,"5","Cpsd","2"
"849","Cafarsite","1","0","1966","1965","1966","\N","4","J","C","05","1","Caf","8"
"850","Cafetite","1","0","1959","1959","1959","1959","4","F","L","75","1","Cft","6"
"851","Cahnite","6","0","1921","1927","1927","1927","6","A","C","70","9","Cah","14"
"43802","Cairncrossite","1","2013",,"2013","\N","\N","9","E","E",,"1","Ccs","1"
"50334","Calamaite","0","\N",,"2016","\N","2018","7","D","F","50","1","Clm","1"
"852","Calaverite","6","0","1861","1868","1868","\N","2","E","A","10","9","Clv","438"
"854","Calciborite","6","0","1955","1956","1955","\N","6","B","C","10","9","Cbo","2"
"45972","Calcinaksite","1","2013",,"2013","\N","\N","9","D","G",,"1","Cnk","2"
"9574","Calcio-olivine","6","1877",,"2007","1929","\N","9","A","D","10","9","Caol","10"
"855","Calcioancylite-(Ce)","1","0",,"1922","1904","\N","5","D","C","05","9","Canc-Ce","55"
"856","Calcioancylite-(Nd)","1","0",,"1989","1990","\N","5","D","C","05","1","Canc-Nd","5"
"6840","Calcioandyrobertsite","1","1997",,"1997","1999","1999","8","D","H","50","1","Carb","4"
"829","Calcioaravaipaite","1","1994",,"1994","1996","\N","3","D","C","37","1","Cavp","4"
"827","Calcioburbankite","1","0","1992","1993","1995","\N","5","A","C","30","1","Cbbn","4"
"860","Calciocatapleiite","6","0",,"1964","1964","\N","9","C","A","15","9","Cctp","14"
"826","Calciocopiapite","1","0","1960","1960","1960","1960","7","D","B","35","1","Ccpi","2"
"43345","Calciodelrioite","1","2012",,"2012","\N","\N","4","H","G",,"1","Cdlr","5"
"832","Calcioferrite","6","0","1858","1858","1858","\N","8","D","H","25","9","Cfr","11"
"831","Calciohilairite","1","0","1988","1984","1988","1988","9","D","M","10","1","Chlr","9"
"50776","Calciojohillerite","0","\N",,"2016","\N","2021","8","A","C","05","1","Cjhl","1"
"42383","Calciolangbeinite","1","2011","2008","2011","\N","2012","7","A","D",,"1","Clgb","4"
"46606","Calciomurmanite","1","2015",,"2015","\N","2016","9","B","E",,"1","Cmmn","4"
"28884","Calciopetersite","1","2001",,"2001","1997","2005","8","D","L","15","1","Cpts","3"
"7962","Calciosamarskite","6","0",,"1928","1928","\N","4","D","B","25","9","Csmk","12"
"834","Calciotantite","1","0","1982","1981","1982","1982","4","D","J","05","1","Ctan","6"
"828","Calciouranoite","1","0","1974","1973","1974","\N","4","G","B","20","1","Cun","4"
"11360","Calcioursilite","6","0",,"1957","1957","\N","9","A","K","35","9","Caur","2"
"55030","Calcioveatchite","0","\N",,"2020","\N","\N","0","0","0",,"0","Cvea","1"
"859","Calcite","6","0",,"0","1879","\N","5","A","B","05","9","Cal","32012"
"861","Calcjarlite","6","0","1973","1970","1970","1973","3","C","C","20","9","Cjar","2"
"862","Calclacite","6","0","1945","1945","1945","\N","10","A","A","25","9","Calc","\N"
"863","Calcurmolite","1","0",,"1959","1958","1959","7","H","B","15","1","Cau","12"
"6843","Calcybeborosilite-(Y)","13","1996",,"2000","1963","\N","9","A","J","20","0","Cbbs-Y","1"
"864","Calderite","6","0","1909","1909","1892","\N","9","A","D","25","9","Cdr","24"
"25597","Calderónite","1","2001",,"2001","\N","2003","8","B","G","05","1","Cdn","34"
"865","Caledonite","6","0","1832","1832","1820","\N","7","B","C","50","9","Cdo","412"
"867","Calkinsite-(Ce)","1","0",,"1953","1953","1953","5","C","C","25","9","Clk-Ce","9"
"868","Callaghanite","6","0","1952","1954","1954","1954","5","D","A","25","9","Cgh","10"
"869","Calomel","6","0","1612","0","1908","\N","3","A","A","30","9","Clo","104"
"870","Calumetite","1","0","1963","1963","1963","\N","3","D","A","40","1","Clu","20"
"30904","Calvertite","1","2006",,"2006","\N","2007","2","C","A","15","1","Cvt","1"
"871","Calzirtite","1","0","1961","1961","1961","1961","4","D","L","10","1","Caz","43"
"52990","Camanchacaite","0","\N",,"2018","\N","2019","8","A","C","05","1","Ccc","1"
"39451","Cámaraite","1","2009","1980","2009","\N","\N","9","B","E",,"1","Cám","1"
"43753","Camaronesite","1","2012",,"2012","\N","2013","8","D","B",,"1","Cmr","1"
"872","Camérolaite","1","1990","1990","1990","1991","\N","7","D","E","75","1","Cmé","17"
"873","Cameronite","1","0","1986","1984","1986","\N","2","D","B","35","1","Cme","1"
"874","Camgasite","1","0","1989","1988","1989","\N","8","D","J","15","1","Cmg","1"
"875","Caminite","1","0","1983","1983","\N","\N","7","D","0","05","1","Cmi","4"
"876","Campigliaite","1","1981","1981","1981","\N","\N","7","D","D","30","1","Cpg","6"
"45996","Campostriniite","1","2013",,"2013","\N","\N","7","C","D",,"1","Cps","1"
"877","Canaphite","1","1983","1983","1983","1985","\N","8","F","C","10","1","Cnp","3"
"878","Canasite","1","0",,"1959","1959","1959","9","D","G","80","1","Cns","7"
"879","Canavesite","1","1977","1972","1977","1978","1978","6","H","0","50","1","Cnv","2"
"880","Cancrinite","6","0","1839","1833","1892","\N","9","F","B","05","9","Ccn","374"
"881","Cancrisilite","1","1990","1990","1990","1997","\N","9","F","B","05","1","Cnc","8"
"882","Canfieldite","6","0","1893","1894","1893","\N","2","B","A","70","9","Cfi","103"
"883","Cannizzarite","6","1924","1924","1924","1924","\N","2","J","B","20","9","Cnz","46"
"884","Cannonite","1","0","1992","1992","1992","1992","7","B","D","35","1","Cnn","29"
"46699","Canosioite","1","2015",,"2015","\N","\N","8","B","G",,"1","Cso","2"
"45345","Canutite","1","2013",,"2013","\N","2014","8","0","0",,"1","Can","1"
"6845","Caoxite","1","0",,"1996","1997","1997","10","A","B","50","1","Cao","1"
"886","Capgaronnite","1","0","1992","1990","1992","1992","2","F","C","20a","1","Cga","12"
"889","Cappelenite-(Y)","1","0","1884","1884","1884","1884","9","A","J","30","9","Cpp-Y","5"
"39882","Capranicaite","1","2010",,"2009","\N","2011","9","D","B","50","1","Cpc","1"
"890","Caracolite","6","0","1886","1886","1886","1886","7","B","D","20","9","Cco","24"
"891","Carboborite","1","0","1964","1964","1964","\N","6","A","C","50","1","Cab","6"
"39562","Carbobystrite","1","2009",,"2009","\N","\N","9","F","B","05","1","Cbys","1"
"892","Carbocernaite","1","0","1961","1961","1961","\N","5","A","B","50","1","Cbc","45"
"893","Carboirite","1","0","1983","1980","1983","1983","9","J","0","05","1","Cb","2"
"25674","Carbokentbrooksite","1","2002",,"2002","\N","\N","9","C","O","10","1","Cktb","1"
"894","Carbonatecyanotrichite","1","0","1963","1963","1963","\N","7","D","E","10","1","Ccya","103"
"47782","Cardite","0","\N",,"2016","\N","2021","8","C","B","65","1","Cdi","1"
"43873","Carducciite","1","0",,"2013","\N","2014","2","H","B",,"1","Cdu","1"
"6848","Caresite","1","1992",,"1992","1997","1997","5","D","A","40","1","Cre","2"
"898","Carletonite","1","0","1971","1969","1971","1971","9","E","B","20","1","Cto","3"
"53171","Carletonmooreite","0","\N",,"2018","\N","\N","1","B","B","45","5","Cmo","1"
"43359","Carlfrancisite","1","2012",,"2012","\N","\N","8","B","E","45","1","Cfc","3"
"899","Carlfriesite","1","0","1975","1973","1975","1975","4","J","K","25","1","Clf","6"
"40295","Carlgieseckeite-(Nd)","1","2010",,"2010","\N","\N","8","B","N","05","1","Csk-Nd","1"
"900","Carlhintzeite","1","0","1979","1978","1979","1979","3","C","B","45","1","Chz","10"
"901","Carlinite","1","0","1975","1974","1938","1975","2","B","D","25","1","Cni","2"
"41099","Carlosbarbosaite","1","2010",,"2010","\N","2012","4","G","B","75","1","Cbb","6"
"902","Carlosruizite","1","0","1994","1993","1994","\N","7","D","G","40","1","Crz","2"
"903","Carlosturanite","1","0","1985","1984","1985","1985","9","D","J","25","1","Csr","17"
"904","Carlsbergite","1","0","1971","1971","1971","1971","1","B","C","15","1","Cbg","28"
"46504","Carlsonite","1","2014",,"2014","\N","2016","7","D","F",,"1","Csn","1"
"53294","Carmeltazite","0","\N",,"2018","\N","2018","4","B","B","30","1","Ctz","2"
"6849","Carmichaelite","1","0",,"1996","\N","\N","4","D","B","50","1","Cmh","2"
"905","Carminite","6","0","1850","1850","1850","\N","8","B","H","30","9","Cmt","230"
"906","Carnallite","6","0","1856","1856","1856","\N","3","B","A","10","9","Cna","160"
"907","Carnotite","6","0","1899","1899","1899","\N","4","H","B","05","9","Cnt","1315"
"908","Carobbiite","6","0","1956","1956","1936","\N","3","A","A","20","9","Crb","6"
"2162","Carpathite","1","0","1955","1955","1955","1955","10","B","A","30","9","Cpa","8"
"909","Carpholite","6","0","1817","1817","1878","\N","9","D","B","05","9","Car","40"
"7038","Carraraite","1","0",,"1998","\N","2001","7","D","G","15","1","Cra","4"
"910","Carrboydite","7","2012","1974","1974","1976","\N","7","D","D","35","17","Cby","3"
"911","Carrollite","6","0",,"1852","1852","\N","2","D","A","05","9","Cli","181"
"912","Caryinite","1","0","1874","1874","1874","\N","8","A","C","10","9","Cyn","5"
"28997","Caryochroite","1","2005",,"2005","\N","\N","9","H","A","65","1","Cyh","1"
"913","Caryopilite","1","0","1889","1889","1889","1889","9","E","D","15","9","Cpl","92"
"914","Cascandite","1","1980","1980","1980","1982","1982","9","D","G","07","1","Cas","6"
"53574","Caseyite","1","2013",,"2019","\N","2020","4","H","C","30","1","Csy","3"
"31591","Cassagnaite","1","2007",,"2006","\N","\N","9","B","J","65","1","Csg","1"
"915","Cassedanneite","1","1984",,"1984","1988","\N","7","F","C","20","1","Cda","4"
"916","Cassidyite","1","1966",,"1966","1967","\N","8","C","G","05","1","Cdy","1"
"917","Cassiterite","6","0","1832","1832","1797","\N","4","D","B","05","9","Cst","5681"
"46905","Castellaroite","1","2015",,"2015","\N","\N","8","C","D",,"1","Ctr","3"
"918","Caswellsilverite","1","0","1982","1981","1973","\N","2","F","B","05","1","Cws","6"
"25690","Catalanoite","1","2002",,"2002","\N","\N","8","C","J","70","1","Ct","1"
"27224","Catamarcaite","1","2003",,"2003","\N","\N","2","C","B","35b","1","Ctm","2"
"919","Catapleiite","6","0","1850","1850","1850","\N","9","C","A","15","9","Ctp","159"
"920","Cattierite","6","0","1945","1945","1945","\N","2","E","B","05a","9","Cat","37"
"11456","Cattiite","1","2000","2000","2000","\N","\N","8","C","E","50","1","Ctt","9"
"921","Cavansite","1","1967","1967","1967","1967","\N","9","E","A","50","1","Cav","17"
"26440","Cavoite","1","2001",,"2001","1973","\N","4","H","E","40","1","Cvo","10"
"42752","Cayalsite-(Y)","1","2012",,"2011","\N","\N","9","A","0","05","1","Cyl-Y","3"
"922","Caysichite-(Y)","1","0","1969","1973","1974","1974","9","D","J","15","1","Cay-Y","10"
"923","Cebaite-(Ce)","1","0","Earl","1983","1972","\N","5","B","D","15","1","Ceb-Ce","9"
"924","Cebollite","7","1914","1914","1914","1914","1914","9","B","B","10","25","Cbl","17"
"925","Čechite","1","0","1981","1980","1981","\N","8","B","H","40","1","Čec","6"
"7105","Čejkaite","1","0",,"1999","\N","2003","5","E","D","50","1","Čej","13"
"926","Celadonite","6","0","1847","1847","1941","\N","9","E","C","15","9","Cel","371"
"927","Celestine","1","0","1791","1778","1791","\N","7","A","D","35","9","Clt","1475"
"54249","Celleriite","1","2013",,"2020","\N","\N","9","C","K",,"5","Cll","2"
"928","Celsian","6","0","1895","1895","1899","\N","9","F","A","30","9","Cls","118"
"46033","Centennialite","1","2013",,"2013","\N","2017","3","D","A",,"1","Cte","1"
"42782","Cerchiaraite-(Al)","1","2012",,"2012","\N","\N","9","C","F","25","1","Ccr-Al","5"
"42784","Cerchiaraite-(Fe)","1","2012",,"2012","\N","2013","9","C","F","25","1","Ccr-Fe","8"
"7081","Cerchiaraite-(Mn)","1","0",,"1999","\N","2000","9","C","F","25","1","Ccr-Mn","2"
"929","Cerianite-(Ce)","6","0",,"1955","1955","\N","4","D","L","05","9","Cei-Ce","121"
"931","Cerite-(Ce)","1","0",,"1804","1751","\N","9","A","G","20","9","Crt-Ce","61"
"46643","Cerium","7","2000",,"2002","\N","\N","1","A","H","10","17","Ce","2"
"1210","Černýite","1","0",,"1976","1978","\N","2","C","B","15a","1","Čný","10"
"52998","Cerromojonite","0","\N",,"2018","\N","2018","2","G","A","50","1","Cmj","1"
"933","Ceruleite","6","0",,"1900","1900","1900","8","D","E","25","9","Cru","23"
"934","Cerussite","6","0",,"1845","1747","\N","5","A","B","15","9","Cer","5645"
"935","Cervandonite-(Ce)","1","0",,"1986","1988","\N","9","B","E","92","1","Cvd-Ce","6"
"936","Cervantite","1","0","1850","1850","1944","\N","4","D","E","30","9","Cvn","381"
"937","Cervelleite","1","1986","1986","1986","1989","1989","2","B","A","60","1","Cvl","57"
"938","Cesanite","1","0","1981","1980","1981","\N","7","B","D","20","1","Csa","4"
"43865","Césarferreiraite","1","2013",,"2012","\N","2014","8","D","C",,"1","Céf","2"
"939","Cesàrolite","6","0","1920","1920","1920","\N","4","F","G","10","9","Csà","38"
"940","Cesbronite","1","0","1974","1974","1974","1974","4","J","N","15","1","Ces","3"
"47787","Cesiodymite","0","\N",,"2016","\N","2018","8","B","F","35","1","Ced","1"
"51565","Cesiokenopyrochlore","1","2013",,"2017","\N","2020","4","D","H",,"1","Ckpcl","1"
"941","Cesplumtantite","1","0","1986","1985","1986","\N","4","D","M","15","1","Cptan","1"
"943","Cetineite","1","1986","1986","1986","1987","\N","2","M","A","05","1","Cet","7"
"6854","Chabazite-Ca","1","0",,"1792","1792","\N","9","G","D","10","9","Cbz-Ca","370"
"6855","Chabazite-K","1","0",,"1976","1970","\N","9","G","D","10","1","Cbz-K","44"
"40012","Chabazite-Mg","1","0",,"2009","\N","\N","9","G","D","10","1","Cbz-Mg","2"
"6856","Chabazite-Na","1","0",,"1997","1970","\N","9","G","D","10","1","Cbz-Na","80"
"6857","Chabazite-Sr","1","0",,"1999","1982","\N","9","G","D","10","1","Cbz-Sr","8"
"957","Chabournéite","1","1976",,"1976","1979","\N","2","H","C","05e","1","Chb","5"
"6858","Chadwickite","1","0",,"1997","1998","1998","4","J","A","60","1","Cdw","4"
"958","Chaidamuite","1","1985",,"1985","1986","1986","7","D","C","30","1","Cdm","2"
"959","Chalcanthite","6","0","1853","0","1826","\N","7","C","B","20","9","Cct","1039"
"961","Chalcoalumite","6","0","1925","1925","1925","\N","7","D","D","75","9","Cca","110"
"962","Chalcocite","6","0",,"0","1944","\N","2","B","A","05","9","Cc","6332"
"963","Chalcocyanite","6","0","1868","1873","1873","\N","7","A","B","10","9","Ccy","18"
"949","Chalcomenite","6","0","1881","1881","1881","1881","4","J","H","05","9","Ccm","48"
"954","Chalconatronite","6","0","1955","1955","1955","1955","5","C","B","40","9","Chna","26"
