"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","type_desc","shortcode_ima","loccount"
"3957","Tiemannite","6","0","1855","1855","1825",\N,"2","C","B","05a","9","","Tmn","105"
"3958","Tienshanite","1","1967","1967","1967","1967",\N,"9","C","L","05","1","","Tsh","1"
"3959","Tiettaite","1","1991","1991","1991","1993","1993","9","H","A","90","1","Khomyakov, A.P., Pavlov, V.P., Rogacheva, D.L., Zalkind, O.A., Martynova, A.V. (1993) Tiettaite (Na,K)17FeTiSi16O29(OH)30·2H2O. Zapiski Vserossijskogo Mineralogicheskogo Obshchestva: 122(1): 121-125.","Tie","2"
"3961","Tikhonenkovite","1","0","1964","1964","1964","1964","3","C","C","10","1","Khomyakov, A.P., Stepanov, V.I., Moleva, V.A. and Pudovkina, Z.V. (1964) The new mineral tikhonenkovite, SrAlF4(OH)•H2O. Doklady Akademii Nauk USSR: 156: 345-347.","Tik","1"
"3962","Tilasite","6","0","1895","1895","1895","1895","8","B","H","10","9","Sjögren, H. (1895) Preliminära meddelanden om några undersökningar på svenska mineral. 4. Tilasit eller fluor-adelit från Långban. Geologiska Föreningens i Stockholm Förhandlingar: 17: 291-294. ","Til","43"
"54348","Tilkerodeite","0",\N,"","2020",\N,"2020","0","0","0","","1","Ma, C., Förster, H.-J., Grundmann, G. (2020) Tilkerodeite, Pd2HgSe3, a New Platinum-Group Mineral from Tilkerode, Harz Mountains, Germany. Crystals: 10(687): 1-9.","Tkr","2"
"3964","Tilleyite","6","0","1933","1933","1933",\N,"9","B","E","82","9","","Tly","25"
"28901","Tillmannsite","1","2001","","2001",\N,\N,"8","A","C","80","1","","Till","1"
"39836","Timroseite","1","2009","","2009",\N,"2010","7","B","B","65","1","Kampf, A.R., Mills, S.J., Housley, R.M., Marty, J., Thorne, B. (2010) Lead-tellurium oxysalts from Otto Mountain near Baker, California: V. Timroseite, Pb2Cu52+(Te6+O6)2(OH)2, and paratimroseite, Pb2Cu42+(Te6+O6)2(H2O)2, two new tellurates with Te-Cu polyhedral sheets. American Mineralogist: 95: 1560-1568.","Tim","11"
"3966","Tinaksite","1","0","1965","1965","1965",\N,"9","D","G","75","1","","Tnk","12"
"3967","Tincalconite","6","0","1878","1878","1827",\N,"6","D","A","15","9","","Tnc","34"
"47018","Tinnunculite","1","2015","","2015","1965","2016","10","C","A","65","1","Pekov, I.V., Chukanov, N.V., Yapaskurt, V.O., Belakovskiy, D.I., Lykova, I.S., Zubkova, N.V., Shcherbakova, E.P., Britvin, S.N., Chervonnyi, A.D. (2016) Tinnunculite, C5H4N4O3·2H2O: finds at Kola Peninsula, redefinition and validation as a mineral species. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva: 145(4): 20-35.","Tnn","17"
"3969","Tinsleyite","1","1983","1983","1983","1984","1984","8","D","H","10","1","Dunn, P.J., Rouse, R.C., Campbell, T.J., Roberts, W.L. (1984) Tinsleyite, the aluminum analogue of leucophosphite, from the Tip Top pegmatite in South Dakota. American Mineralogist: 69: 374-376.","Tin","12"
"3970","Tinticite","6","0","1946","1946","1946",\N,"8","D","C","32","9","","Ttc","23"
"3971","Tintinaite","1","1967","","1967","1968",\N,"2","H","B","10a","1","","Tti","34"
"3972","Tinzenite","1","0","1923","1968","1923","1923","9","B","D","20","1","Jakob, J. (1923) Vier Mangansilikate aus dem Val d'Err (Kt. Graubünden). Schweizerische Mineralogische und Petrographische Mitteilungen: 3: 227-237.","Tnz","28"
"3973","Tiptopite","1","1983","1983","1983","1984","1985","8","D","A","25","1","Grice, J.D., Peacor, D.R., Robinson, G.W., Van Velthuizen, J., Roberts, W.L., Campbell, T.J., Dunn, P.J. (1985) Tiptopite (Li,K,Na,Ca, )8Be6(PO4)6(OH)4, a new mineral species from the Black Hills, South Dakota. The Canadian Mineralogist: 23: 43-46.","Tpt","1"
"3974","Tiragalloite","1","1979","1969","1979","1979",\N,"9","B","J","25","1","","Tga","19"
"11112","Tischendorfite","1","2001","","2001",\N,"2002","2","B","C","65","1","Stanley, C.J., Criddle, A.J., Förster, H.-J., and Roberts, A.C. (2002) Tischendorfite, Pd8Hg3Se9, a new mineral from Tilkerode, Harz Mountains, Germany. The Canadian Mineralogist: 40: 739-745.","Tdf","2"
"3976","Tisinalite","1","1979","1979","1979","1980","1980","9","C","J","15a","1","Kapustin, Y.L., Pudovkina, Z.V., Bykova, A.V. (1980) Tinsinalite, Na3H3(Mn,Ca,Fe)TiSi6(O,OH)18·2H2O, a new mineral of the lovozerite group. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva: 109(2): 223-229.","Tis","5"
"43890","Tissintite","1","0","","2013",\N,"2015","9","D","A","25","1","Ma, C., Tschauner, O., Beckett, J.R., Liu, Y., Rossman, G.R., Zhuravlev, K., Prakapenka, V., Dera, P., Taylor, L.A. (2015) Tissintite, (Ca, Na, □)AlSi2O6, a highly-defective, shock-induced, high-pressure clinopyroxene in the Tissint martian meteorite. Earth and Planetary Science Letters: 422: 194-205.","Tss","3"
"38695","Tistarite","1","2008","","2008",\N,"2009","4","C","B","05","1","Ma, C., Rossman, G.R. (2009) Tistarite, Ti2O3, a new refractory mineral from the Allende meteorite. American Mineralogist: 94: 841-844.","Tta","3"
"3977","Titanite","6","0","1795","1795","1795",\N,"9","A","G","15","9","","Ttn","5920"
"7339","Titanium","1","2010","","2010","1988",\N,"1","A","B","05","1","","Ti","11"
"43589","Titanoholtite","1","2012","","2012",\N,\N,"9","A","J","10","1","","Thlt","2"
"29152","Titanomaghemite","7","1953","","1953","1957",\N,"4","B","B","15","1","","Tmgh","5"
"3979","Titanowodginite","1","1984","1984","1984","1992",\N,"4","D","B","40","1","","Twdg","9"
"3980","Titantaramellite","1","1977","1977","1977","1960","1984","9","C","E","20","1","Alfors, J.T., Pabst, A. (1984) Titanian taramellites in western North America. American Mineralogist: 69: 358-373. ","Ttmel","15"
"3981","Tivanite","1","1980","1980","1980","1981","1981","4","D","B","45","1","Grey, I. E., & Nickel, E. H. (1981). Tivanite, a new oxyhydroxide mineral from Western Australia, and its structural relationship to rutile and diaspore. American Mineralogist, 66(7-8), 866-871.","Tiv","5"
"3982","Tlalocite","1","1974","1974","1974","1975","1975","7","D","E","20","1","Williams, S.A. (1975) Xocomecatlite, Cu3TeO4(OH)4, and tlalocite, Cu10Zn6(TeO3)(TeO4)2Cl(OH)25·27H2O, two new minerals from Moctezuma, Sonora, Mexico. Mineralogical Magazine: 40: 221-226.","Tla","3"
"3983","Tlapallite","1","1977","","1977","1978","1978","4","J","L","25","1","Williams, S.A., Duggan, M. (1978) Tlapallite, a new mineral from Moctezuma, Sonora, Mexico, Mineralogical Magazine: 42: 181-186.","Tpl","8"
"3984","Tobelite","1","0","1982","1981","1982","1982","9","E","C","15","1","Higashi, S. (1982) Tobelite, a new ammonium dioctahedral mica. Mineralogical Journal: 11: 138-146.","Tbl","9"
"3985","Tobermorite","11","2014","1880","1882","1880",\N,"9","D","G","10","1","","Tbm","130"
"3986","Tochilinite","1","1971","1971","1971","1971","1971","2","F","D","35","1","Organova, N.I., Genkin, A.D., Drits, V.A., Molotkov, S.P., Kuz'mina, O.V., Dmitrik, A.L. (1971) Tochilinite, a new sulfide-hydroxide of iron and magnesium. Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva: 100(4): 477-487.","Thi","61"
"3987","Tocornalite","7","0","1867","1867","1867",\N,"3","A","A","10","25","","Toc","4"
"3988","Todorokite","1","0","1934","1934","1934","1934","4","D","K","10","9","Yoshimura, T. (1934) ""Todorokite"", a new manganese mineral from the Todoroki mine, Hokkaido, Japan. Journal of the Faculty of Science, Hokkaido Imperial University, Series IV, Geology and Mineralogy: 2: 289-297.","Tdr","507"
"3989","Tokkoite","1","1985","1985","1985","1986","1986","9","D","G","75","1","Lazebnik, K.A., Nikishova, L.V., Lazebnik, Yu.D. (1986) Tokkoite - A new mineral of charoitites. Mineralogicheskii Zhurnal, Kiev: 8(3): 85-89.","Tok","3"
"25633","Tokyoite","1","2003","","2003",\N,"2004","8","B","G","05","1","Matsubara, S., Miyawaki, R., Yokoyama, K., Shimizu, M., Imai, H. (2004) Tokyoite, Ba2Mn3+(VO4)2(OH), a new mineral from the Shiromaru mine, Okutama, Tokyo, Japan. Journal of Mineralogical and Petrological Sciences: 99: 363-367.","Tky","10"
"3990","Tolbachite","1","1982","1982","1982","1983","1983","3","A","B","05","1","Bergasova, L.P., Filatov, S.K. (1983) New mineral tolbachite CuCl2. Doklady Akademii Nauk SSSR: 270: 415-417.","Tbc","6"
"3991","Tolovkite","1","1980","1980","1980","1981","1981","2","E","B","25","1","Razin, L.V., Rudashevskii, N.S., Sidorenko, G.A. (1981) Tolovkite, IrSbS, a new sulfoantimonide of iridium from northeastern USSR, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva: 110(4): 474-480.","Tol","15"
"54635","Tomamaeite","1","2013","","2020",\N,\N,"1","A","H","","5","","Tmm","3"
"3993","Tomichite","1","1978","1978","1978","1979","1979","4","J","B","55","1","Nickel, E.H., Grey, I.E. (1979) Tomichite, a new oxide mineral from Western Australia. Mineralogical Magazine: 43: 469-471.","Tom","3"
"45964","Tondiite","1","2013","","2013",\N,"2014","3","D","A","10c","1","Malcherek, T., Bindi, L., Dini, M., Ghiara, M. R., Molina Donoso, A., Nestola, F., Rossi, M., Schlüter, J. (2014) Tondiite, Cu3Mg(OH)6Cl2, the Mg-analogue of herbertsmithite. Mineralogical Magazine: 78: 583-590.","Ton","3"
"3994","Tongbaite","1","1982","1982","1982","1983",\N,"1","B","A","15","1","","Tgb","3"
"3995","Tooeleite","1","1990","","1990","1992","1992","4","J","D","15","1","Cesbron, F. and Williams, S.A. (1992) Tooeleite, a new mineral from the U.S. Mine, Tooele County, Utah. Mineralogical Magazine: 56: 71-73.","Toe","13"
"3996","Topaz","6","0","1737","0","1737",\N,"9","A","F","35","9","","Tpz","1676"
"51561","Topsøeite","0",\N,"1991","2017",\N,"2018","3","C","D","05","1","Balić-Žunić, T., Garavelli, A., Mitolo, D. (2018) Topsøeite, FeF3(H2O)3, a new fumarolic mineral from the Hekla volcano, Iceland. European Journal of Mineralogy: 30: 841-848.","Top","1"
"3997","Torbernite","6","0","1772","1790","1772",\N,"8","E","B","05","9","","Tor","1171"
"3998","Törnebohmite-(Ce)","1","0","","1920","1920","1920","9","A","G","45","9","Geijer, P. (1920) The cerium minerals of Bastnäs at Riddarhyttan. Sveriges Geologiska Undersökning Arsbok: 14(304): 1-24.","Tbh-Ce","29"
"3999","Törnebohmite-(La)","1","0","","1962","1920",\N,"9","A","G","45","1","","Tbh-La","2"
"43185","Törnroosite","1","2010","","2010",\N,"2011","2","A","C","","1","Kojonen, K. K., McDonald, A. M., Stanley, C. J., & Johanson, B. (2011). Törnroosite, Pd11As2Te2, a new mineral species related to isomertieite from Miessijoki, Finnish Lapland, Finland. The Canadian Mineralogist, 49(6), 1643-1651.","Trs","12"
"46055","Torrecillasite","1","2013","","2013",\N,"2014","3","C","L","05","1","Kampf, A., Nash, B., Dini, M., Molina Donoso, A. (2014) Torrecillasite, NaAs4O6Cl, a new mineral from the Torrecillas mine, Iquique Province, Chile: description and crystal structure. Mineralogical Magazine: 78: 747-755. ","Trc","1"
"4000","Torreyite","6","0","1949","1949","1929",\N,"7","D","D","40","9","","Try","2"
"55227","Torryweiserite","1","2013","","2020",\N,\N,"0","0","0","","5","","Tyw","1"
"4001","Tosudite","6","0","1963","1963","1963",\N,"9","E","C","60","9","","Tos","39"
"39570","Toturite","1","2009","","2009",\N,\N,"9","A","D","25","1","","Tot","2"
"4002","Tounkite","1","1990","1990","1990","1979","1992","9","F","B","05","1","Ivanov, V.G., Sapozhnikov, A.N., Piskunova, L.F., Kashayev, A.A. (1992) Tounkite (Na,Ca,K)8(Al6Si6O24)(SO4)2Cl·H2O- a new cancrinite-like mineral. Zapiski Vserossijskogo Mineralogicheskogo Obshchestva: 121(2): 92-95.","Tou","2"
"4003","Tourmaline","0","0","",\N,"1930",\N,"0","0","0","","0","","Tur","6195"
"39764","Townendite","1","2009","","2009",\N,\N,"9","C","J","15a","1","","Twn","1"
"4004","Toyohaite","1","1989","1989","1989","1991","1991","2","D","A","10","1","Yajima, J., Ohta, E., Kanazawa, Y. (1991) Toyohaite, Ag2FeSn3S8, a new mineral. Mineralogical Journal: 15: 222-232.","To","4"
"4005","Trabzonite","1","1983","1983","1983","1986","1986","9","B","J","15","1","Sarp, H., Burri, G. (1986) Trabzonite Ca4Si3O10·2H2O a new hydrated calcium silicate. Schweizerische Mineralogische und Petrographische Mitteilungen: 66: 453-453.","Trb","4"
"4006","Tranquillityite","1","1971","1971","1971","1971","1971","9","A","G","90","1","Lovering, J.F., Wark, D.A., Reid, A.F., Ware, N.G., Keil, K., Prinz, M., Bunch, T.E., El Goresy, A., Ramdohr, P., Brown, G.M., Peckett, A., Phillips, R., Cameron, E.N., Douglas, J.A.V., Plant, A.G. (1971) Tranquillityite: a new silicate mineral from Apollo 11 and Apollo 12 basaltic rocks. Proceedings of the Second Lunar Science Conference: 1: 39-45.","Trq","18"
"46045","Transjordanite","1","2013","","2013",\N,"2020","1","B","D","","1"," Britvin, S.N., Murashko, M.N., Vapnik, Ye., Polekhovsky, Y.S. and Krivovichev, S.V., Krzhizhanovskaya, M.O., Vereshchagin, O.S., Shilovskikh, V.V., Vlasenko, N.S. (2020) Transjordanite, Ni2P, a new terrestrial and meteoritic phosphide, and natural solid solutions barringerite-transjordanite (hexagonal Fe2P–Ni2P). American Mineralogist: 105(3): 428–436.","Tjrd","5"
"4007","Traskite","1","1964","1962","1964","1965","1965","9","C","P","05","1","Alfors, J.T., Stinson, M.C., Matthews, R.A., and Pabst, A. (1965) Seven new barium minerals from eastern Fresno County, California. American Mineralogist: 50: 314-340.","Tsk","5"
"26354","Trattnerite","1","2002","","2002",\N,\N,"9","C","M","05","1","","Tra","2"
"4008","Treasurite","1","1976","1976","1976","1977",\N,"2","J","B","40a","1","","Tsur","20"
"43293","Trébeurdenite","1","2012","","2012",\N,"2012","4","F","L","","1","Mills, S.J., Christy, A.G., Genin, J.-M.R., Kameda, T., Colombo, F. (2012) Nomenclature of the hydrotalcite supergroup: natural layered double hydroxides. Mineralogical Magazine: 76: 1289-1336. ","Tré","8"
"54641","Trebiskyite","1","2013","","2020",\N,\N,"0","0","0","","5","","Tbk","1"
"4009","Trechmannite","6","0","1904","1905","1905","1905","2","G","C","35","9","Solly, R.H. (1905) Some new minerals from the Binnenthal, Switzerland. Mineralogical Magazine: 14: 72-82.","Trh","7"
"52170","Tredouxite","0",\N,"","2017",\N,"2018","4","D","B","10","1","Bindi, L., Zaccarini, F., Miller, D.E., Garuti, G. (2018) Tredouxite, NiSb2O6: another new Ni-bearing mineral from Bon Accord oxide body, South Africa.  European Journal of Mineralogy, 30 (2): 393–398.","Tdx","1"
"4010","Trembathite","1","1991","1991","1991","1981",\N,"6","G","A","10","1","","Tba","5"
"4011","Tremolite","6","0","1789","1789","1782",\N,"9","D","E","10","9","","Tr","2891"
"4012","Trevorite","6","0","1921","1921","1921",\N,"4","B","B","05","9","","Trv","27"
"4014","Triangulite","1","1981","1981","1981","1982","1982","8","E","B","45","1","Deliens, M., Piret, P. (1982) Les phosphates d'uranyle et d'aluminum de Kobokobo. VI. La triangulite, Al3(UO2.PO4)4(OH)5. 5H2O, nouveau minéral. Bulletin de Minéralogie: 105: 611-614.","Tri","3"
"51961","Triazolite","1","2013","","2017",\N,"2018","10","C","A","50","1","Chukanov, N.V., Zubkova, N.V., Möhn, G., Pekov, I.V., Belakovskiy, D.I., Van, K.V., Britvin, S.N., Pushcharovsky, D.Y. (2018) Triazolite, NaCu2(N3C2H2)2(NH3)2Cl3·4H2O, a new mineral species containing 1,2,4-triazolate anion, from a guano deposit at Pabellón de Pica, Iquique Province, Chile. Mineralogical Magazine: 82: 1007-1014.","Tzl","2"
"4015","Tridymite","1","0","","1868","1868",\N,"4","D","A","10","9","","Trd","519"
"4016","Trigonite","6","0","1920","1920","1920",\N,"4","J","B","40","9","","Tgn","1"
"4017","Trikalsilite","6","0","1957","1957","1957","1957","9","F","A","05","9","Sahama, T.G., Smith, J.V. (1957) Tri-kalsilite, a new mineral. American Mineralogist: 42: 286-286.","Tks","2"
"7341","Trilithionite","1","0","","1998","1998",\N,"9","E","C","20","1","","Tln","30"
"4018","Trimerite","6","0","1890","1890","1891","1891","9","A","B","05","9","Flink, G. (1891) Ueber Pinakiolith und Trimerit, zwei neue Mineralien aus den Mangangruben Schwedens. Zeitschrift für Kristallographie 18: 361-376. ","Tme","5"
"4019","Trimounsite-(Y)","1","1989","","1989","1990","1990","9","A","G","25","1","Piret, P., Deliens, M., Pinet, M. (1990) La trimounsite-(Y), nouveau silicotitanate de terres rares de Trimouns, Ariège, France: (TR)2Ti2SiO9. European Journal of Mineralogy: 2: 725-729.","Tmo-Y","1"
"43338","Trinepheline","1","2012","","2012",\N,\N,"9","F","A","05","1","","Tnph","1"
"4020","Triphylite","6","0","1834","1834","1834","1834","8","A","B","10","9","Fuchs, J.N. (1834) Ueber ein neues Mineral (Triphylin). Journal für Praktische Chemie, Leipzig: 3: 98-104.","Trp","362"
"4021","Triplite","1","0","1813","1813","1802",\N,"8","B","B","10","9","","Trl","260"
