"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","type_desc","shortcode_ima","loccount"
"1573","Fluorapophyllite-(K)","1","1976","1976","1806","1971",\N,"9","E","A","15","9","","Fapo-K","342"
"2851","Fluorapophyllite-(Na)","1","1976","1976","1976","1981",\N,"9","E","A","15","1","","Fapo-Na","12"
"53993","Fluorapophyllite-(NH₄)","0",\N,"",\N,\N,"2020","0","0","0","","5","Števko, M., Sejkora, J., Plášil, J., Dolníček, Z., Škoda, R. (2020) Fluorapophyllite-(NH4), NH4Ca4(Si8O20)F⋅8H2O, a new member of the apophyllite group from the Vechec quarry, eastern Slovakia. Mineralogical Magazine: 84(4): 533–539.","Fapo-NH4","1"
"29065","Fluorarrojadite-(BaFe)","1","2006","","2005",\N,\N,"8","B","F","05","1","","Fajd-BaFe","2"
"50781","Fluorarrojadite-(BaNa)","0",\N,"","2016",\N,"2018","8","B","F","05","1","Števko, M., Sejkora, J., Uher, P., Cámara, F., Škoda, R., Vaculovič, T. (2018) Fluorarrojadite-(BaNa), BaNa4CaFe13Al(PO4)11(PO3OH)F2, a new member of the arrojadite group from Gemerská Poloma, Slovakia. Mineralogical Magazine: 82: 863-876.","Fajd-BaNa","2"
"51411","Fluorbarytolamprophyllite","1","2013","","2017",\N,"2019","9","B","E","25","5","Filina, M. I., Aksenov, S. M., Sorokhtina, N. V., Chukanov, N. V., Kononkova, N. N., Belakovskiy, D. I., ... & Rastsvetaeva, R. K. (2019). The new mineral fluorbarytolamprophyllite,(Ba, Sr, K) 2 [(Na, Fe 2+) 3 TiF 2][Ti 2 (Si 2 O 7) 2 O 2] and chemical evolution of lamprophyllite-group minerals in agpaitic syenites of the Kola Peninsula. Mineralogy and Petrology, 113(4), 533-553.","Fblmp","2"
"1574","Fluorbritholite-(Ce)","1","1991","","1991","1994",\N,"9","A","H","25","1","","Fbri-Ce","23"
"39556","Fluorbritholite-(Y)","1","2009","","2009",\N,"2011","9","A","H","25","1","Pekov, I.V., Zubkova, N.V., Chukanov, N.V., Husdal, T.A., Zadov, A.E., Pushcharovsky, D.Yu. (2011) Fluorbritholite-(Y), (Y,Ca,Ln)5[(Si,P)O4]3 F, a new mineral of the britholite group. Neues Jahrbuch für Mineralogie - Abhandlungen: 188: 191-197.","Fbri-Y","9"
"29138","Fluorcalciobritholite","1","2006","1977","2006",\N,"2007","9","A","H","25","1","Pekov, Igor V., Pasero, Marco, Yaskovskaya, Asiya N., Chukanov, Nikita V., Pushcharovsky, Dmitry Yu., Merlino, Stefano, Zubkova, Natalia V., Kononkova, Natalia N., Men'shikov, Yury P., Zadov, Aleksandr E. (2007) Fluorcalciobritholite, (Ca,REE)5[(Si,P)O4]3F, a new mineral: description and crystal chemistry. European Journal of Mineralogy: 19: 95-103. ","Fcbri","6"
"40354","Fluorcalciomicrolite","1","2012","","2012",\N,"2013","4","D","H","15","1","Andrade, M. B., Atencio, D., Persiano, A. I. C., & Ellena, J. (2013). Fluorcalciomicrolite,(Ca, Na,□)2Ta2O6F, a new microlite-group mineral from Volta Grande pegmatite, Nazareno, Minas Gerais, Brazil. Mineralogical Magazine: 77(7): 2989-2996. ","Fcmic","16"
"40341","Fluorcalciopyrochlore","1","2013","","2013","1826",\N,"4","D","H","15","1","","Fcpcl","29"
"40367","Fluorcalcioroméite","1","2012","1999","2012","1999",\N,"4","D","H","20","1","","Fcrm","12"
"32288","Fluorcanasite","1","2007","","2007",\N,\N,"9","D","G","80","1","","Fcns","1"
"6948","Fluorcaphite","1","1996","","1996","1997","1997","8","B","N","05","1","Khomyakov, A.P., Kulikova, I.M., Rastsvetaeva, R.K. (1997) Fluorcaphite Ca(Sr,Na,Ca)(Ca,Sr,Ce)3(PO4)3F – a new mineral with the apatite structural motif. Zapiski Vserossijskogo Mineralogicheskogo Obshchestva: 126(3): 87-97.","Fcp","6"
"53722","Fluorcarletonite","0",\N,"","2019",\N,"2020","9","E","B","20","1","Kaneva, E., Radomskaya, T., Suvorova, L., Sterkhova, I., Mitichkin, M. (2020) Crystal chemistry of fluorcarletonite, a new mineral from the Murun alkaline complex (Russia). European Journal of Mineralogy: 32: 137-146.","Fcto","1"
"46826","Fluorcarmoite-(BaNa)","1","2015","","2015",\N,"2019","8","B","F","05","1","Cámara, F., Bittarello, E., Ciriotti, M.E., Nestola, F., Radica, F., Massimi, F., Bracco, R. (2019) Fluorcarmoite-(BaNa), the first Mg-dominant mineral of the arrojadite group. European Journal of Mineralogy: 31(4): 823-836. ","Fcm-BaNa","1"
"42739","Fluorchegemite","1","2012","","2011",\N,\N,"9","A","F","50","1","","Fcgm","3"
"1575","Fluorellestadite","1","1987","1982","1987","1914",\N,"9","A","H","25","1","","Fel","43"
"1576","Fluorite","6","0","1529","1530","1873",\N,"3","A","B","25","9","","Flr","10963"
"43913","Fluorkyuygenite","1","2013","","2013",\N,"2015","4","C","C","10","1","Galuskin, E.V., Gfeller, F., Armbruster, T., Sharygin, V.V., Galuskina, I.O., Krivovichev, S.V., Vapnik, Y., Murashko, M., Dzierżanowski, P., Wirth, R. (2015) Mayenite supergroup, part III: Fluormayenite, Ca12Al14O32[□4F2], and fluorkyuygenite, Ca12Al14O32[(H2O)4F2], two new minerals from pyrometamorphic rocks of the Hatrurim Complex, South Levant. European Journal of Mineralogy: 27: 123-136.","Fky","5"
"46037","Fluorlamprophyllite","1","2013","","2013",\N,"2018","9","B","E","25","1","Andrade, M.B., Yang, H., Downs, R.T., Farber, G., Contreira Filho, R.R., Evans, S.H., Loehn, C.W., Schumer, B.M. (2018): Fluorlamprophyllite, Na3(SrNa)Ti3(Si2O7)2O2F2, a new mineral from Poços de Caldas alkaline massif, Morro do Serrote, Minas Gerais, Brazil. Mineralogical Magazine: 82: 121-131.","Flmp","3"
"53851","Fluorluanshiweiite","0",\N,"","2019",\N,"2020","9","E","C","10","1","Qu, K.; Sima, X.; Li, G.; Fan, G.; Shen, G.; Liu, X.; Xiao, Z.; Guo, H.; Qiu, L.; Wang, Y. (2020) Fluorluanshiweiite, KLiAl1.5□0.5(Si3.5Al0.5)O10F2, a New Mineral of the Mica Group from the Nanyangshan LCT Pegmatite Deposit, North Qinling Orogen, China. Minerals 10, 93.","Flw","1"
"43883","Fluormayenite","1","0","","2013","1968","2015","4","C","C","10","1","Galuskin, E.V., Gfeller, F., Armbruster, T., Sharygin, V.V., Galuskina, I.O., Krivovichev, S.V., Vapnik, Y., Murashko, M., Dzierżanowski, P., Wirth, R. (2015) Mayenite supergroup, part III: Fluormayenite, Ca<sub>12</sub>Ala<sub>14a</sub>O<sub>32</sub>[□<sub>4</sub>F<sub>2</sub>], and fluorkyuygenite, Ca<sub>12</sub>Al<sub>14</sub>O<sub>32</sub>[(H<sub>2</sub>O)<sub>4</sub>F<sub>2</sub>], two new minerals from pyrometamorphic rocks of the Hatrurim Complex, South Levant. European Journal of Mineralogy: 27: 123-136.","Fmy","7"
"39766","Fluornatrocoulsellite","1","2009","1990","2009","1990","2009","3","0","0","","1","Birch W D, Grey I E, Mumme W G, Pring A (2009) Coulsellite, a new mineral from the Cleveland mine, Luina, Tasmania. Australian Journal of Mineralogy 15, 21-24 ","Fnc","5"
"7047","Fluornatromicrolite","1","1998","","1998",\N,\N,"4","D","H","15","1","","Fnmic","19"
"40337","Fluornatropyrochlore","1","2013","","2013",\N,\N,"4","D","H","","1","","Fnpcl","16"
"6949","Fluoro-cannilloite","1","1996","","1993","1995",\N,"9","D","E","10","1","","Fca","6"
"6950","Fluoro-edenite","1","2000","","1994","1970",\N,"9","D","E","15","1","","Fled","33"
"39547","Fluoro-leakeite","1","2009","","2009",\N,\N,"9","D","E","25","1","","Fllk","2"
"11479","Fluoro-nybøite","1","2002","","2002",\N,\N,"9","D","E","25","1","","Fnyb","1"
"27537","Fluoro-pargasite","1","2003","","2003","1995",\N,"9","D","E","15","1","","Flprg","11"
"27451","Fluoro-pedrizite","12","2012","","2004","1965",\N,"9","D","E","25","0","","Flpd","1"
"6952","Fluoro-richterite","1","1994","","1992","1992",\N,"9","D","E","20","1","","Flrct","27"
"43487","Fluoro-riebeckite","11","0","1978","1978","1966",\N,"9","D","E","25","1","","Frbk","3"
"30802","Fluoro-taramite","1","2006","","2006",\N,\N,"9","D","E","20","1","","Fltrm","1"
"31324","Fluoro-tremolite","4","0","","2016",\N,"2018","9","D","E","10","1","Oberti, R., Camara, F., Bellatrecia, F., Radica, F., Gianfagna, A., Boiocchi, M. (2018) Fluoro-tremolite from the Limecrest-Southdown quarry, Sparta, NJ, USA: crystal chemistry of a newly approved end-members of the amphibole supergroup. Mineralogical Magazine: 82: 145-157.","Ftr","12"
"40179","Fluorocronite","1","2010","","2010",\N,"2011","3","A","B","","1","Mills, S.J., Kartashov, P.M., Gamyanin, G.N., Whitfield, P.S., Kern, A., Guerault, H., Kampf, A.R., Raudsepp, M. (2011) Fluorocronite, the natural analogue of β-PbF2, from the Saha Republic, Russian Federation. European Journal of Mineralogy: 23: 695-700.","Flc","1"
"32667","Fluorokinoshitalite","1","2010","","2010",\N,"2011","9","E","C","35","1","Miyawaki, R., Shimazaki, H., Shigeoka, M., Yokoyama, K.,Matsubara, S.,Yurimoto, H., Yang, Z., Zhang, P., Inoue, A., Kogure, T. and Jige, M. (2011) Fluorokinoshitalite and fluorotetraferriphlogopite; new species of fluoro-mica from Bayan Obo, Inner Mongolia, China. Clay Science: 15(1): 13-18. ","Flkns","2"
"29139","Fluorophlogopite","1","2006","","2006","1954","2007","9","E","C","20","1","Gianfagna, A., Scordari, F., Mazziotti-Tagliani, S., Ventruti, G., Ottolini, L. (2007) Fluorophlogopite from Biancavilla (Mt. Etna, Sicily, Italy): Crystal structure and crystal chemistry of a new F-dominant analog of phlogopite. American Mineralogist: 92: 1601–1609.","Fphl","65"
"40156","Fluorotetraferriphlogopite","1","2010","","2010",\N,"2011","9","E","C","20","1","Miyawaki, R., Shimazaki, H., Shigeoka, M., Yokoyama, K., Matsubara, S., Yurimoto, H., Yang, Z., Zhang, P., Inoue, A., Kogure, T., Jige, M. (2011) Fluorokinoshitalite and fluorotetraferriphlogopite; new species of fluoro-mica from Bayan Obo, Inner Mongolia, China. Clay Science: 15(1): 13-18.","Ftfphl","4"
"42790","Fluorowardite","1","2012","","2012",\N,"2014","8","D","L","10","1","Kampf, A.R., Adams, P.M., Housley, R.M., Rossman, G.R. (2014) Fluorowardite, NaAl3(PO4)2(OH)2F2·2H2O, the fluorine analogue of wardite from the Silver Coin mine, Valmy, Nevada. American Mineralogist: 99: 804-810.","Fwd","1"
"39334","Fluorphosphohedyphane","1","2009","","2008",\N,\N,"8","B","N","05","1","","Fphdy","6"
"3757","Fluorstrophite","1","1962","","1962","1938",\N,"8","B","N","05","1","","Fstr","11"
"25683","Fluorvesuvianite","1","2000","","2000",\N,\N,"9","B","G","35","1","","Fves","3"
"46907","Fluorwavellite","1","2015","","2015",\N,\N,"8","D","C","50","1","","Fwav","27"
"46498","Flurlite","1","2014","","2014",\N,"2015","8","D","B","40","1","Grey, I.E., Keck, E., Mumme, W.G., Pring, A., Macrae, C.M., Gable, R.W., Price, J.R. (2015) Flurlite, Zn3Mn2+Fe3+(PO4)3(OH)2·9H2O, a new mineral from the Hagendorf Süd pegmatite, Bavaria, with a schoonerite-related structure. Mineralogical Magazine: 79: 1175-1184.","Flu","1"
"1578","Foggite","1","1973","1973","1973","1975","1975","8","D","L","05","1","Moore, P.B., Irving, A.J., Kampf, A.R. (1975) Foggite, CaAl(OH)2(H2O)[PO4]; goedkenite, (Sr,Ca)2Al(OH)[PO4]2; and samuelsonite, (Ca,Ba)Fe22+Mn22+Ca8Al2(OH)2[PO4]10. Three new species from the Palermo No. 1 pegmatite, North Groton, New Hampshire. American Mineralogist: 60: 957-964.","Fgg","6"
"46576","Fogoite-(Y)","1","2015","","2014",\N,\N,"9","B","E","22","1","","Fog-Y","2"
"1579","Foitite","1","0","1993","1992","1993",\N,"9","C","K","05","1","","Foi","98"
"47930","Folvikite","0",\N,"1987","2016",\N,"2018","6","A","B","35","1","Cooper, M.A., Raade, G., Ball, N.A., Abdu, Y.A., Hawthorne, F.C., Rowe, R. (2018): Folvikite, Sb5+9 Mn3+(Mg,Mn2+)10O8(BO3)4, a new oxyborate mineral from the Kitteln mine, Nordmark ore district, Värmland, Sweden: description and crystal structure. Mineralogical Magazine, 82: 821-836.","Fvk","1"
"1580","Fontanite","1","1991","1991","1991","1992",\N,"5","E","C","05","1","","Ftn","2"
"40279","Fontarnauite","1","2014","2009","2009",\N,\N,"6","D","A","60","1","","Fon","1"
"1581","Foordite","1","0","1988","1984","1988",\N,"4","D","G","15","1","","Foo","4"
"30765","Footemineite","1","2006","","2006","1975",\N,"8","D","A","10","1","","Ftm","3"
"42728","Forêtite","1","2012","late","2011","1993",\N,"8","D","F","50","1","","Frê","3"
"1582","Formanite-(Y)","1","0","","1944","1944",\N,"7","G","A","10","9","","Frm-Y","13"
"6954","Formicaite","1","1998","","1998","1999","1999","10","A","A","05","1","Chukanov, N.V., Malinko, S.V., Lisitsyn, A.E., Dubinchuk, V.T., Kuz'mina, O.V., Zadov, A.E. (1999) Formicaite Ca(HCO2)2, a new mineral. Zapiski Vserossijskogo Mineralogicheskogo Obshchestva: 128(2): 43-47.","Fmc","4"
"1583","Fornacite","6","0","1915","1915","1915","1915","7","F","C","10","9","Lacroix, A. (1915) Note préliminaire sur une novelle espèce minérale (furnacite), provenant du Moyen Congo (Afrique equatoriale française). Bulletin de la Société Française de Minéralogie: 38: 198-200.","For","109"
"1584","Forsterite","6","0","1824","1824","1892",\N,"9","A","C","05","9","","Fo","1424"
"1585","Foshagite","6","0","1925","1925","1925","1925","9","D","G","15","9","Eakle, A.S. (1925) Foshagite, a new silicate from Crestmore, California. American Mineralogist: 10: 97-99.","Fos","25"
"27543","Fougèrite","1","2003","","2003","1985","2007","4","F","L","05","1","Trolard, F., Bourrié, G., Abdelmoula, M., Refait, Ph., Feder, F. (2007) Fougerite, a new mineral of the pyroaurite-iowaite group: description and crystal structure. Clays and Clay Minerals: 55: 323-334.","Fgè","24"
"1587","Fourmarierite","6","0","1924","1924","1924","1924","4","G","B","25","9","Buttgenbach, H. (1924) Minéralogie du Congo Belge. La fourmariérite nouvelle espèce minérale. Annales de la Société Géologique de Belgique: 47: C41-C43.","Fmr","73"
"11200","Fowlerite","0","0","","1832","1959",\N,"9","D","K","05","8","","Fwl","7"
"1588","Fraipontite","6","0","1927","1927","1883","1927","9","E","D","15","9","Cesàro, G. (1927) Sur la fraipontite, silicate basique hydraté de zinc et d'aluminium. Annales de la Société Géologique de Belgique: 50: 106-110.","Fpt","62"
"1589","Francevillite","6","0","1957","1957","1957",\N,"4","H","B","15","9","","Fvl","47"
"1590","Franciscanite","1","1985","1984","1985","1985",\N,"9","A","F","75","1","","Fcc","3"
"1591","Francisite","1","0","1990","1989","1990","1990","4","J","G","25","1","Pring, A., Gatehouse, B.M., Birch, W.D. (1990) Francisite, Cu3Bi(SeO3)2O2Cl, new mineral from Iron Monarch, South Australia: description and crystal structure. American Mineralogist: 75: 1421-1425.","Fcs","2"
"1592","Franckeite","6","0","1893","1893","1893","1893","2","H","F","25b","9","Stelzner, A.W. (1893) Ueber franckeit, ein neues erz aus Bolivia. Neues Jahrbuch für Mineralogie: 1893: 114-124.","Fke","63"
"1593","Francoanellite","1","0","1976","1974","1976",\N,"8","C","H","25","1","","Fan","9"
"27480","Françoisite-(Ce)","1","2004","","2004",\N,\N,"8","E","C","05","1","","Frç-Ce","2"
"1594","Françoisite-(Nd)","1","1987","","1987","1988",\N,"8","E","C","05","1","","Frç-Nd","6"
"1595","Franconite","1","0","1984","1981","1984",\N,"4","F","M","15","1","","Fra","7"
"6957","Frankamenite","1","0","","1994","1988",\N,"9","D","G","90","1","","Fkm","4"
"1596","Frankdicksonite","1","1974","1974","1974","1974",\N,"3","A","B","25","1","","Fds","4"
"6958","Frankhawthorneite","1","0","1995","1993","1995",\N,"4","F","D","25","1","","Fht","3"
"1597","Franklinfurnaceite","1","0","1987","1986","1987","1987","9","E","C","55","1","Dunn, P.J., Peacor, D.R., Ramik, R.A., Su, S., Rouse, R.C. (1987) Franklinfurnaceite, a Ca-Fe3+-Mn3+-Mn2+ zincosilicate isotypic with chlorite, from Franklin, New Jersey. American Mineralogist: 72: 812-815.","Fkf","1"
"1598","Franklinite","6","0","1819","1819","1819",\N,"4","B","B","05","9","","Frk","69"
"1599","Franklinphilite","1","0","1992","1990","1992",\N,"9","E","G","40","1","","Fkp","3"
"1600","Fransoletite","1","1982","1982","1982","1983",\N,"8","C","A","05","1","","Fsl","1"
"1601","Franzinite","1","1976","1976","1976","1977",\N,"9","F","B","05","1","","Frz","11"
"1602","Freboldite","6","0","1957","1957","1955",\N,"2","C","C","05","9","","Fbd","4"
"1603","Fredrikssonite","1","1983","1983","1983","1983",\N,"6","A","B","30","1","","Fdk","2"
"1604","Freedite","1","0","1985","1984",\N,\N,"4","J","B","65","1","","Fre","4"
"1605","Freibergite Subgroup","6","0","1853",\N,"1944","the ","2","G","B","05","0","the ""type locality"" refers to material originally named ""freibergite"" prior to discreditation","Fb","795"
"1606","Freieslebenite","6","0","1773","1845","1773",\N,"2","J","B","15","9","","Flb","130"
"54360","Freitalite","0",\N,"1987","2020",\N,"2021","0","0","0","","1","Witzke, Thomas; Schreyer, Martin; Brandes, Benjamin; Csuk, René; Pöllmann, Herbert (2021) Freitalite, C14H10, a new aromatic hydrocarbon mineral from Freital, Saxony, Germany. European Journal of Mineralogy 33(1),1-8.","Fta","1"
"1607","Fresnoite","1","0","1960","1964","1965",\N,"9","B","E","15","1","","Fno","22"
"1608","Freudenbergite","1","0","1961","1961","1961","1961","4","C","C","10","1","Frenzel, G. (1961) Ein neues mineral: Freudenbergit (Na2Fe2Ti7O18). Neues Jahrbuch für Mineralogie, Monatshefte: 1961: 12-22.","Fdb","10"
"1609","Friedelite","6","0","1876","1876","1876","1876","9","E","E","10","9","Bertrand, E. (1876) Sur un nouveau minéral des Pyrénees. Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences: 82: 1167-1168.","Fdl","55"
"38698","Friedrichbeckeite","1","2008","","2008",\N,\N,"9","C","M","05","1","","Fri","1"
"1610","Friedrichite","1","1977","1977","1977","1978","1978","2","H","B","05a","1","Chen, T.T., Kirchner, E., and Paar, W. (1978) Friedrichite, Cu5Pb5Bi7S18, a new member of the aikinite-bismuthinite series. Canadian Mineralogist: 16: 127-130.","Frd","53"
"1611","Fritzscheite","6","0","1865","1865","1865",\N,"4","H","B","15","9","","Fzs","4"
"1612","Frohbergite","6","0","1946","1947","1938","1947","2","E","B","10a","9","Thompson, R.M. (1947) Frohbergite, FeTe2, a new member of the marcasite group. Contributions to Canadian Mineralogy, University of Toronto Studies, Geological Series: 51: 35-40.","Frb","47"
"1613","Frolovite","6","0","1957","1957","1958",\N,"6","A","C","20","9","","Flv","3"
"1614","Frondelite","6","0","1949","1949","1949","1949","8","B","C","10","9","Lindberg (1949) Frondelite and the frondelite-rockbridgeite series. American Mineralogist: 34: 541-549.","Fnd","65"
"1615","Froodite","6","0","1958","1958","1958",\N,"2","A","C","45a","9","","Fro","76"
"1618","Fuenzalidaite","1","0","1994","1993","1994",\N,"7","D","G","40","1","","Fzl","4"
"42738","Fuettererite","1","2012","","2011",\N,"2013","4","F","E","50","1","Kampf, A.R., Mills, S.J., Housley, R.M., Marty, J. (2013) Lead-tellurium oxysalts from Otto Mountain near Baker, California: VIII. Fuettererite, Pb<sub>3</sub>Cu<sup>2+</sup><sub>6</sub>Te<sup>6+</sup>O<sub>6</sub>(OH)<sub>7</sub>Cl<sub>5</sub>, a new mineral with double spangolite-type sheets. American Mineralogist: 98: 506–511.","Fue","3"
"1619","Fukalite","1","1976","1976","1976","1977","1977","9","D","Q","05","1","Henmi, C., Kusachi, I., Kawahara, A., Henmi, K. (1977) Fukalite, a new calcium carbonate silicate hydrate mineral. Mineralogical Journal: 8: 374-381.","Fk","9"
"1620","Fukuchilite","1","0","1969","1967","1969","1969","2","E","B","05a","1","Kajiwara, Y. (1969) Fukuchilite, Cu3FeS8, a new mineral from the Hanawa mine, Akita Prefecture, Japan. Mineralogical Journal: 5: 399-416.","Fuk","11"
"53867","Fulbrightite","1","2013","","2019",\N,"2020","8","C","J","35","1","Kampf, A.R., Cooper, M.A., Nash, B.P., Marty, J., Adams, P.M., Plášil, J., Sejkora, J. (2020) Fulbrightite, the Arsenate Analog of Sincosite. The Canadian Mineralogist: 58(5): 663–671.","Fbg","2"
"1559","Fülöppite","6","0","","1929","1929","1929","2","H","C","10a","9","de Finály I, Koch S (1929) Fülöppite, a new Hungarian mineral of the plagionite-semseyite group. Mineralogical Magazine 22, 179-184","Fül","66"
"1621","Furongite","1","0","1976","1976","1976",\N,"8","E","B","50","1","","Frg","3"
"1622","Furutobeite","1","0","1981","1978","1981","1981","2","B","E","10","1","Sugaki, A., Kitakaze, A., Odashima, Y. (1981) Furutobeite, a new copper-silver-lead sulfide mineral. Bulletin de Minéralogie: 104: 737-741.","Fur","10"
"26386","Gabrielite","1","2002","","2002",\N,\N,"2","H","D","60","1","","Gab","1"
"1626","Gabrielsonite","1","1966","1966","1966",\N,\N,"8","B","H","35","1","","Gbr","1"
"1627","Gadolinite-(Ce)","1","1987","","1978","1978","1978","9","A","J","20","1","Segalstad, T. V. & Larsen, A. O. (1978): Gadolinite-(Ce) from Skien, southwestern Oslo Region, Norway. American Mineralogist 63: 188-195","Gad-Ce","44"
"47913","Gadolinite-(Nd)","0",\N,"","2016",\N,"2018","9","A","J","20","1","Škoda, R., Plášil, J., Čopjaková, R., Novák, M., Jonsson, E., Vašinová Galiová, M., Holtstam, D. (2018) Gadolinite-(Nd), a new member of the gadolinite supergroup from Fe-REE deposits of Bastnäs-type, Sweden. Mineralogical Magazine: 82: S133–S145.","Gad-Nd","3"
"1628","Gadolinite-(Y)","1","0","","1802","1788",\N,"9","A","J","20","9","","Gad-Y","192"
"7383","Gagarinite-(Ce)","12","2010","","1993","1996","1996","3","A","B","35","1","Jambor, J.L., Roberts, A.C., Owens, D.R., Grice, J.D. (1996) Zajacite-(Ce), a new rare-earth fluoride from the Strange Lake deposit, Quebec-Labrador. The Canadian Mineralogist: 34: 1299-1304.","Gag-Ce","1"
"1629","Gagarinite-(Y)","1","0","","1961","1961","1961","3","A","B","35","1","Stepanov, A.V., Severov, E.A. (1961) Gagarinite, a new rare-earth mineral. Doklady Akademii Nauk SSSR: 141: 954-957.","Gag-Y","12"
"1631","Gageite","1","0","1910","1910","1910",\N,"9","D","H","35","9","","Gge","15"
"1632","Gahnite","6","0","1807","1807","1944",\N,"4","B","B","05","9","","Ghn","507"
"1634","Gaidonnayite","1","1974","1973","1973","1924",\N,"9","D","M","15","1","","Gdn","31"
"52997","Gaildunningite","0",\N,"","2018",\N,"2019","3","D","D","70","1","Cooper, M. A., Hawthorne, F. C., Roberts, A. C., Stanley, C. J., Spratt, J., & Christy, A. G. (2019). Gaildunningite, Ideally Hg2+ 3 [NHg2+ 2] 18 (Cl, I) 24, a New Mineral from the Clear Creek Mine, San Benito County, California, USA: Description and Crystal Structure. The Canadian Mineralogist, 57(3), 295-310.","Gai","1"
"1635","Gainesite","1","1978","1941","1978","1983",\N,"8","C","A","20","1","","Gns","1"
"1636","Gaitite","1","1978","1978","1978","1980","1980","8","C","G","05","1","Sturman, B.D., Dunn, P.J. (1980) Gaitite, H2Ca2Zn(AsO4)2(OH)2, a new mineral from Tsumeb, Namibia. The Canadian Mineralogist: 18: 197-200.","Gt","8"
"46713","Gajardoite","1","2015","","2015",\N,\N,"3","C","L","05","1","","Gaj","1"
"1639","Galaxite","6","0","1932","1932","1907","1932","4","B","B","05","9","Ross, C.S., Kerr, P.F. (1932) The manganese minerals of a vein near Bald Knob, North Carolina. American Mineralogist: 17: 1-18.","Glx","51"
"55231","Galeaclolusite","1","2013","","2020",\N,"2021","8","D","D","","1","Grey, I.E., Favreau, G., Mills, S.J., Mumme, W.G., Bougerol, C., Brand, H.E.A., Kampf, A.R., MacRae, C.M., Shanks, F. (2021) Galeaclolusite, [Al6(AsO4)3(OH)9(H2O)4]⋅8H2O, a new bulachite-related mineral from Cap Garonne, France. Mineralogical Magazine: 85(2): 142-148.","Gcl","1"
"1640","Galeite","1","0","1955","1955","1955",\N,"7","B","D","10","9","","Gle","5"
"1641","Galena","6","0","","0","1936",\N,"2","C","D","10","9","","Gn","27090"
"1642","Galenobismutite","6","1990","","1878","1878","1878","2","J","C","25e","9","Sjögren, H. (1878) Om några vismutmineralier från Nordmarks grufvor i Vermland I. Gedigen vismut. Geologiska Föreningens i Stockholm Förhandlingar: 4: 106-111 (109).","Gbit","222"
"11209","Galgenbergite-(Ce)","1","1997","","1997","1996",\N,"5","C","C","40","1","","Ggb-Ce","6"
"6961","Galileiite","1","1996","","1996","1997","1997","8","A","C","50","1","Olsen, E.J., Steele, I.M. (1997) Galileiite: A new meteoritic phosphate mineral. Meteoritics and Planetary Science: 32: A155-A156.","Gll","5"
"1643","Galkhaite","1","0","1972","1971","1972","1972","2","G","B","20","1","Grudzen, V.S., Stepanov, V.I., Shumkova, N.G., Chernitsova, M.M., Yudin, R.N., Bryzgalov, I.A. (1972) Galkhaite, HgAsS2, a new mineral from arsenic-antimony-mercury deposits of the USSR. Doklady Akademii Nauk SSSR: 205: 1194-1197.","Gkh","15"
"39639","Galliskiite","1","2009","","2009",\N,\N,"8","D","H","65","1","","Glk","1"
"1644","Gallite","6","0","1958","1958","1958",\N,"2","C","B","10a","9","","Gal","9"
"6962","Gallobeudantite","1","1994","","1994","1996","1996","8","B","L","05","1","Jambor, J.L., Owens, D.R., Grice, J.D., and Feinglos, M.N. (1996) Gallobeudantite, PbGa3[(AsO4),(SO4)]2(OH)6, a new mineral species from Tsumeb, Namibia, and associated new gallium analogues of the alunite-jarosite family. Canadian Mineralogist, 34, 1305-1315.","Gbdn","1"
"43325","Galloplumbogummite","1","2010","","2010",\N,\N,"8","B","L","10","1","","Gpbg","1"
"41778","Galuskinite","1","2011","","2010",\N,"2011","9","A","H","15","1","Lazic, B., Armbruster, T., Savelyeva, V.B., Zadov, A.E., Pertsev, N.N. and Dzierzanowski, P. (2011) Galuskinite, Ca7(SiO4)3(CO3), a new skarn mineral from the Birkhin gabbro massif, Eastern Siberia, Russia. Mineralogical Magazine: 75: 2631-2648.","Gkn","2"
"1645","Gamagarite","6","0","1943","1943","1943",\N,"8","B","G","05","9","","Gam","10"
"1646","Gananite","1","0","1984","1983","1949","1984","3","A","C","20","1","Cheng, L., Huang, Z., Pan, S., Huang, R., Guo, S. (1984) Gananite (α-BiF3), a new bismuto-fluoride mineral from Jiangxi, China. Acta Petrologica Mineralogica et Analytica [Yanshi Kuangwu Ji Ceshi]: 3(2): 119-123.","Gan","4"
"1647","Ganomalite","6","0","1876","1876","1876","1876","9","B","G","25","9","Nordenskiöld, A. E. (1876) Mötet den 6 April 1876. Åtskilliga nya mineralfynd vid Nordmarken och Långban. Geologiska Föreningens i Stockholm Förhandlingar 3: 119-123","Gnm","8"
"1649","Ganophyllite","6","0","1890","1890","1968",\N,"9","E","G","30","9","","Gnp","55"
"25676","Ganterite","1","2000","","2000",\N,"2003","9","E","C","15","1","Graeser, S., Hetherington, C.J., Gieré, R. (2003) Ganterite, a new barium-dominant analogue of muscovite from the Berisal Complex, Simplon Region, Switzerland. The Canadian Mineralogist: 41: 1271-1280.","Gtr","3"
"6963","Gaotaiite","1","0","","1993","1995",\N,"2","E","B","05a","1","","Gao","1"
