"Mineral Name","Mineral Name (plain)","Year First Published"
"Tennantite-(Fe)","Tennantite-(Fe)","1819"
"Tennantite-(Hg)","Tennantite-(Hg)","2020"
"Tennantite-(Ni)","Tennantite-(Ni)","2021"
"Tennantite-(Zn)","Tennantite-(Zn)","1855"
"Tenorite","Tenorite","1842"
"Tephroite","Tephroite","1823"
"Terlinguacreekite","Terlinguacreekite","2004"
"Terlinguaite","Terlinguaite","1900"
"Ternesite","Ternesite","1995"
"Ternovite","Ternovite","1992"
"Terranovaite","Terranovaite","1995"
"Terrywallaceite","Terrywallaceite","2011"
"Terskite","Terskite","1982"
"Tertschite","Tertschite","1953"
"Teruggite","Teruggite","1968"
"Teschemacherite","Teschemacherite","1868"
"Tetra-auricupride","Tetra-auricupride","1982"
"Tetradymite","Tetradymite","1831"
"Tetraferriannite","Tetraferriannite","1925"
"Tetraferriphlogopite","Tetraferriphlogopite","1925"
"Tetraferroplatinum","Tetraferroplatinum","1974"
"Tetrahedrite-(Fe)","Tetrahedrite-(Fe)","1863"
"Tetrahedrite-(Hg)","Tetrahedrite-(Hg)","2019"
"Tetrahedrite-(Ni)","Tetrahedrite-(Ni)","2021"
"Tetrahedrite-(Zn)","Tetrahedrite-(Zn)","1845"
"Tetrarooseveltite","Tetrarooseveltite","1993"
"Tetrataenite","Tetrataenite","1979"
"Tetrawickmanite","Tetrawickmanite","1971"
"Tewite","Tewite","2014"
"Thadeuite","Thadeuite","1978"
"Thalcusite","Thalcusite","1975"
"Thalénite-(Y)","Thalenite-(Y)","1898"
"Thalfenisite","Thalfenisite","1979"
"Thalhammerite","Thalhammerite","2018"
"Thalliomelane","Thalliomelane","2019"
"Thalliumpharmacosiderite","Thalliumpharmacosiderite","2013"
"Thaumasite","Thaumasite","1878"
"Thebaite-(NH<sub>4</sub>)","Thebaite-(NH4)","2021"
"Theisite","Theisite","1980"
"Thénardite","Thenardite","1826"
"Theoparacelsite","Theoparacelsite","1998"
"Theophrastite","Theophrastite","1980"
"Therasiaite","Therasiaite","2013"
"Thérèsemagnanite","Theresemagnanite","1991"
"Thermaerogenite","Thermaerogenite","2018"
"Thermessaite","Thermessaite","2007"
"Thermessaite-(NH<sub>4</sub>)","Thermessaite-(NH4)","2011"
"Thermonatrite","Thermonatrite","1845"
"Thomasclarkite-(Y)","Thomasclarkite-(Y)","1997"
"Thometzekite","Thometzekite","1982"
"Thomsenolite","Thomsenolite","1868"
"Thomsonite-Ca","Thomsonite-Ca","1820"
"Thomsonite-Sr","Thomsonite-Sr","2000"
"Thorasphite","Thorasphite","2018"
"Thorbastnäsite","Thorbastnasite","1965"
"Thoreaulite","Thoreaulite","1933"
"Thorianite","Thorianite","1904"
"Thorikosite","Thorikosite","1984"
"Thorite","Thorite","1817"
"Thornasite","Thornasite","1985"
"Thorneite","Thorneite","2009"
"Thorosteenstrupine","Thorosteenstrupine","1962"
"Thortveitite","Thortveitite","1911"
"Thorutite","Thorutite","1958"
"Threadgoldite","Threadgoldite","1978"
"Thunderbayite","Thunderbayite","2020"
"Tiberiobardiite","Tiberiobardiite","2016"
"Tiemannite","Tiemannite","1855"
"Tienshanite","Tienshanite","1967"
"Tiettaite","Tiettaite","1991"
"Tikhonenkovite","Tikhonenkovite","1964"
"Tilasite","Tilasite","1895"
"Tilkerodeite","Tilkerodeite","2020"
"Tilleyite","Tilleyite","1933"
"Tillmannsite","Tillmannsite","2001"
"Timroseite","Timroseite","2009"
"Tin","Tin","1844"
"Tinaksite","Tinaksite","1965"
"Tincalconite","Tincalconite","1878"
"Tinnunculite","Tinnunculite","2015"
"Tinsleyite","Tinsleyite","1983"
"Tinticite","Tinticite","1946"
"Tintinaite","Tintinaite","1967"
"Tinzenite","Tinzenite","1968"
"Tiptopite","Tiptopite","1983"
"Tiragalloite","Tiragalloite","1979"
"Tischendorfite","Tischendorfite","2001"
"Tisinalite","Tisinalite","1979"
"Tissintite","Tissintite","2013"
"Tistarite","Tistarite","2008"
"Titanite","Titanite","1795"
"Titanium","Titanium","2010"
"Titanoholtite","Titanoholtite","2012"
"Titanomaghemite","Titanomaghemite","1953"
"Titanowodginite","Titanowodginite","1984"
"Titantaramellite","Titantaramellite","1977"
"Tivanite","Tivanite","1980"
"Tlalocite","Tlalocite","1974"
"Tlapallite","Tlapallite","1977"
"Tobelite","Tobelite","1981"
"Tobermorite","Tobermorite","1882"
"Tochilinite","Tochilinite","1971"
"Tocornalite","Tocornalite","1867"
"Todorokite","Todorokite","1934"
"Tokkoite","Tokkoite","1985"
"Tokyoite","Tokyoite","2003"
"Tolbachite","Tolbachite","1982"
"Tolovkite","Tolovkite","1980"
"Tomamaeite","Tomamaeite","2020"
"Tomichite","Tomichite","1978"
"Tomiolloite","Tomiolloite","2021"
"Tondiite","Tondiite","2013"
"Tongbaite","Tongbaite","1982"
"Tooeleite","Tooeleite","1990"
"Topaz","Topaz","0"
"Topsøeite","Topsoeite","2017"
"Torbernite","Torbernite","1790"
"Törnebohmite-(Ce)","Tornebohmite-(Ce)","1920"
"Törnebohmite-(La)","Tornebohmite-(La)","1962"
"Törnroosite","Tornroosite","2010"
"Torrecillasite","Torrecillasite","2013"
"Torreyite","Torreyite","1949"
"Torryweiserite","Torryweiserite","2020"
"Tosudite","Tosudite","1963"
"Toturite","Toturite","2009"
"Tounkite","Tounkite","1990"
"Townendite","Townendite","2009"
"Toyohaite","Toyohaite","1989"
"Trabzonite","Trabzonite","1983"
"Tranquillityite","Tranquillityite","1971"
"Transjordanite","Transjordanite","2013"
"Traskite","Traskite","1964"
"Trattnerite","Trattnerite","2002"
"Treasurite","Treasurite","1976"
"Trébeurdenite","Trebeurdenite","2012"
"Trebiskyite","Trebiskyite","2020"
"Trechmannite","Trechmannite","1905"
"Tredouxite","Tredouxite","2017"
"Trembathite","Trembathite","1991"
"Tremolite","Tremolite","1789"
"Trevorite","Trevorite","1921"
"Triangulite","Triangulite","1981"
"Triazolite","Triazolite","2017"
"Tridymite","Tridymite","1868"
"Trigonite","Trigonite","1920"
"Trikalsilite","Trikalsilite","1957"
"Trilithionite","Trilithionite","1998"
"Trimerite","Trimerite","1890"
"Trimounsite-(Y)","Trimounsite-(Y)","1989"
"Trinepheline","Trinepheline","2012"
"Triphylite","Triphylite","1834"
"Triplite","Triplite","1813"
"Triploidite","Triploidite","1878"
"Trippkeite","Trippkeite","1880"
"Tripuhyite","Tripuhyite","1897"
"Tristramite","Tristramite","1982"
"Tritomite-(Ce)","Tritomite-(Ce)","1987"
"Tritomite-(Y)","Tritomite-(Y)","1961"
"Trögerite","Trogerite","1871"
"Trogtalite","Trogtalite","1955"
"Troilite","Troilite","1863"
"Trolleite","Trolleite","1868"
"Trona","Trona","1773"
"Truscottite","Truscottite","1914"
"Trüstedtite","Trustedtite","1964"
"Tsangpoite","Tsangpoite","2014"
"Tsaregorodtsevite","Tsaregorodtsevite","1991"
"Tschaunerite","Tschaunerite","2018"
"Tschermakite","Tschermakite","1945"
"Tschermigite","Tschermigite","1853"
"Tschernichite","Tschernichite","1989"
"Tschörtnerite","Tschortnerite","1995"
"Tsepinite-Ca","Tsepinite-Ca","2002"
"Tsepinite-K","Tsepinite-K","2002"
"Tsepinite-Na","Tsepinite-Na","2000"
"Tsepinite-Sr","Tsepinite-Sr","2004"
"Tsikourasite","Tsikourasite","2019"
"Tsilaisite","Tsilaisite","2011"
"Tsnigriite","Tsnigriite","1991"
"Tsugaruite","Tsugaruite","1997"
"Tsumcorite","Tsumcorite","1969"
"Tsumebite","Tsumebite","1912"
"Tsumgallite","Tsumgallite","2002"
"Tsumoite","Tsumoite","1974"
"Tsygankoite","Tsygankoite","2018"
"Tubulite","Tubulite","2011"
"Tučekite","Tucekite","1975"
"Tugarinovite","Tugarinovite","1979"
"Tugtupite","Tugtupite","1963"
"Tuhualite","Tuhualite","1932"
"Tuite","Tuite","2001"
"Tulameenite","Tulameenite","1972"
"Tuliokite","Tuliokite","1988"
"Tululite","Tululite","2014"
"Tumchaite","Tumchaite","1999"
"Tundrite-(Ce)","Tundrite-(Ce)","1965"
"Tundrite-(Nd)","Tundrite-(Nd)","1967"
"Tunellite","Tunellite","1961"
"Tungsten","Tungsten","2011"
"Tungstenite","Tungstenite","1917"
"Tungstibite","Tungstibite","1993"
"Tungstite","Tungstite","1868"
"Tungusite","Tungusite","1966"
"Tunisite","Tunisite","1967"
"Tuperssuatsiaite","Tuperssuatsiaite","1984"
"Turanite","Turanite","1909"
"Turkestanite","Turkestanite","1996"
"Turneaureite","Turneaureite","1983"
"Turquoise","Turquoise","0"
"Turtmannite","Turtmannite","2000"
"Tuscanite","Tuscanite","1976"
"Tusionite","Tusionite","1982"
"Tuzlaite","Tuzlaite","1993"
"Tvalchrelidzeite","Tvalchrelidzeite","1974"
"Tvedalite","Tvedalite","1990"
"Tveitite-(Y)","Tveitite-(Y)","1975"
"Tvrdýite","Tvrdyite","2014"
"Tweddillite","Tweddillite","2001"
"Twinnite","Twinnite","1966"
"Tychite","Tychite","1905"
"Tyretskite","Tyretskite","1968"
"Tyrolite","Tyrolite","1817"
"Tyrrellite","Tyrrellite","1952"
"Tyuyamunite","Tyuyamunite","1912"
"Uakitite","Uakitite","2018"
"Uchucchacuaite","Uchucchacuaite","1981"
"Udinaite","Udinaite","2018"
"Uduminelite","Uduminelite","1950"
"Uedaite-(Ce)","Uedaite-(Ce)","2006"
"Uklonskovite","Uklonskovite","1964"
"Ulexite","Ulexite","1850"
"Ulfanderssonite-(Ce)","Ulfanderssonite-(Ce)","2017"
"Ullmannite","Ullmannite","1843"
"Ulrichite","Ulrichite","1988"
"Ulvöspinel","Ulvospinel","1946"
"Umangite","Umangite","1891"
"Umbite","Umbite","1982"
"Umbozerite","Umbozerite","1973"
"Umbrianite","Umbrianite","2011"
"Umohoite","Umohoite","1953"
"Ungavaite","Ungavaite","2004"
"Ungemachite","Ungemachite","1938"
"Upalite","Upalite","1978"
"Uralborite","Uralborite","1961"
"Uralolite","Uralolite","1964"
"Uramarsite","Uramarsite","2005"
"Uramphite","Uramphite","1957"
"Urancalcarite","Urancalcarite","1983"
"Uraninite","Uraninite","1845"
"Uranocircite-II","Uranocircite-II","1877"
"Uranoclite","Uranoclite","2021"
"Uranophane-α","Uranophane-alpha","1853"
"Uranophane-β","Uranophane-beta","1935"
"Uranopilite","Uranopilite","1882"
"Uranopolycrase","Uranopolycrase","1990"
"Uranosilite","Uranosilite","1981"
"Uranospathite","Uranospathite","1915"
"Uranosphaerite","Uranosphaerite","1873"
"Uranospinite","Uranospinite","1873"
"Uranotungstite","Uranotungstite","1984"
"Urea","Urea","1972"
"Uricite","Uricite","1973"
"Uroxite","Uroxite","2018"
"Urusovite","Urusovite","1998"
"Urvantsevite","Urvantsevite","1976"
"Ushkovite","Ushkovite","1982"
"Usovite","Usovite","1966"
"Ussingite","Ussingite","1915"
"Ustarasite","Ustarasite","1955"
"Usturite","Usturite","2009"
"Utahite","Utahite","1995"
"Uvanite","Uvanite","1914"
"Uvarovite","Uvarovite","1832"
"Uvite","Uvite","2000"
"Uytenbogaardtite","Uytenbogaardtite","1977"
"Uzonite","Uzonite","1984"
"Vaesite","Vaesite","1945"
"Vajdakite","Vajdakite","1998"
"Valentinite","Valentinite","1845"
"Valleriite","Valleriite","1870"
"Valleyite","Valleyite","2017"
"Vanackerite","Vanackerite","2011"
"Vanadinite","Vanadinite","1838"
"Vanadiocarpholite","Vanadiocarpholite","2003"
"Vanadio-oxy-chromium-dravite","Vanadio-oxy-chromium-dravite","2012"
"Vanadio-oxy-dravite","Vanadio-oxy-dravite","2012"
"Vanadio-pargasite","Vanadio-pargasite","2017"
"Vanadium","Vanadium","2012"
"Vanadoallanite-(La)","Vanadoallanite-(La)","2012"
"Vanadoandrosite-(Ce)","Vanadoandrosite-(Ce)","2004"
"Vanadomalayaite","Vanadomalayaite","1993"
"Vanalite","Vanalite","1962"
"Vanarsite","Vanarsite","2014"
"Vandenbrandeite","Vandenbrandeite","1932"
"Vandendriesscheite","Vandendriesscheite","1947"
"Vanderheydenite","Vanderheydenite","2014"
"Vandermeerscheite","Vandermeerscheite","2018"
"Vaniniite","Vaniniite","2018"
"Vanmeersscheite","Vanmeersscheite","1981"
"Vanoxite","Vanoxite","1924"
"Vantasselite","Vantasselite","1986"
"Vanthoffite","Vanthoffite","1902"
"Vanuralite","Vanuralite","1963"
"Vapnikite","Vapnikite","2013"
"Varennesite","Varennesite","1994"
"Vargite","Vargite","2020"
"Variscite","Variscite","1837"
"Varlamoffite","Varlamoffite","1947"
"Varulite","Varulite","1937"
"Vashegyite","Vashegyite","1909"
"Vasilite","Vasilite","1989"
"Vasilseverginite","Vasilseverginite","2015"
"Vasilyevite","Vasilyevite","2003"
"Västmanlandite-(Ce)","Vastmanlandite-(Ce)","2002"
"Vaterite","Vaterite","1911"
"Vaughanite","Vaughanite","1987"
"Vauquelinite","Vauquelinite","1818"
"Vauxite","Vauxite","1922"
"Vavřínite","Vavrinite","2005"
"Väyrynenite","Vayrynenite","1954"
"Veatchite","Veatchite","1938"
"Veblenite","Veblenite","2010"
"Veenite","Veenite","1966"
"Velikite","Velikite","1977"
"Vendidaite","Vendidaite","2012"
"Verbeekite","Verbeekite","2001"
"Verbierite","Verbierite","2015"
"Vergasovaite","Vergasovaite","1998"
"Vermiculite","Vermiculite","1824"
"Vernadite","Vernadite","1944"
"Verneite","Verneite","2017"
"Verplanckite","Verplanckite","1964"
"Versiliaite","Versiliaite","1978"
"Vertumnite","Vertumnite","1975"
"Veselovskýite","Veselovskyite","2005"
"Vésigniéite","Vesignieite","1955"
"Vestaite","Vestaite","2017"
"Vesuvianite","Vesuvianite","1795"
"Veszelyite","Veszelyite","1874"
"Viaeneite","Viaeneite","1993"
"Vicanite-(Ce)","Vicanite-(Ce)","1991"
"Vigezzite","Vigezzite","1977"
"Vigrishinite","Vigrishinite","2011"
"Vihorlatite","Vihorlatite","1988"
"Viitaniemiite","Viitaniemiite","1977"
"Vikingite","Vikingite","1976"
"Villamanínite","Villamaninite","1920"
"Villiaumite","Villiaumite","1908"
"Villyaellenite","Villyaellenite","1983"
"Vimsite","Vimsite","1968"
"Vincentite","Vincentite","1973"
"Vinciennite","Vinciennite","1983"
"Vinogradovite","Vinogradovite","1956"
"Violarite","Violarite","1889"
"Virgilite","Virgilite","1977"
"Vishnevite","Vishnevite","1944"
"Vismirnovite","Vismirnovite","1980"
"Vistepite","Vistepite","1991"
"Viteite","Viteite","2019"
"Vitimite","Vitimite","2001"
"Vittinkiite","Vittinkiite","2019"
"Vitusite-(Ce)","Vitusite-(Ce)","1976"
"Vivianite","Vivianite","1817"
"Vladimirite","Vladimirite","1953"
"Vladimirivanovite","Vladimirivanovite","2010"
"Vladkrivovichevite","Vladkrivovichevite","2011"
"Vladykinite","Vladykinite","2011"
"Vlasovite","Vlasovite","1961"
"Vlodavetsite","Vlodavetsite","1993"
"Vochtenite","Vochtenite","1987"
"Voggite","Voggite","1988"
"Voglite","Voglite","1853"
"Volaschioite","Volaschioite","2010"
"Volborthite","Volborthite","1838"
"Volkonskoite","Volkonskoite","1831"
"Volkovskite","Volkovskite","1966"
"Voloshinite","Voloshinite","2007"
"Voltaite","Voltaite","1841"
"Volynskite","Volynskite","1965"
"Vonbezingite","Vonbezingite","1991"
"Vonsenite","Vonsenite","1920"
"Vorlanite","Vorlanite","2009"
"Voronkovite","Voronkovite","2007"
"Vorontsovite","Vorontsovite","2016"
"Voudourisite","Voudourisite","2012"
"Vozhminite","Vozhminite","1981"
"Vránaite","Vranaite","2016"
"Vrbaite","Vrbaite","1912"
"Vuagnatite","Vuagnatite","1975"
"Vulcanite","Vulcanite","1961"
"Vuonnemite","Vuonnemite","1973"
"Vuorelainenite","Vuorelainenite","1980"
"Vuoriyarvite-K","Vuoriyarvite-K","1995"
"Vurroite","Vurroite","2003"
"Vyacheslavite","Vyacheslavite","1983"
"Vyalsovite","Vyalsovite","1989"
"Vymazalováite","Vymazalovaite","2017"
"Vysokýite","Vysokyite","2012"
"Vysotskite","Vysotskite","1962"
"Vyuntspakhkite-(Y)","Vyuntspakhkite-(Y)","1982"
"Wadalite","Wadalite","1987"
"Wadeite","Wadeite","1939"
"Wadsleyite","Wadsleyite","1982"
"Wagnerite","Wagnerite","1821"
"Waimirite-(Y)","Waimirite-(Y)","2013"
"Waipouaite","Waipouaite","2020"
"Wairakite","Wairakite","1955"
"Wairauite","Wairauite","1964"
"Wakabayashilite","Wakabayashilite","1969"
"Wakefieldite-(Ce)","Wakefieldite-(Ce)","1969"
"Wakefieldite-(La)","Wakefieldite-(La)","1989"
"Wakefieldite-(Nd)","Wakefieldite-(Nd)","2008"
"Wakefieldite-(Y)","Wakefieldite-(Y)","1969"
"Walentaite","Walentaite","1983"
"Walfordite","Walfordite","1996"
"Walkerite","Walkerite","2001"
"Wallisite","Wallisite","1965"
"Wallkilldellite","Wallkilldellite","1982"
"Wallkilldellite-(Fe)","Wallkilldellite-(Fe)","1997"
"Walpurgite","Walpurgite","1871"
"Walstromite","Walstromite","1964"
"Walthierite","Walthierite","1991"
"Wampenite","Wampenite","2015"
"Wangdaodeite","Wangdaodeite","2016"
"Wardite","Wardite","1896"
"Wardsmithite","Wardsmithite","1967"
"Warikahnite","Warikahnite","1978"
"Warkite","Warkite","2013"
"Warwickite","Warwickite","1838"
"Wassonite","Wassonite","2010"
"Watanabeite","Watanabeite","1991"
"Watatsumiite","Watatsumiite","2001"
"Waterhouseite","Waterhouseite","2004"
"Watkinsonite","Watkinsonite","1985"
"Wattersite","Wattersite","1987"
"Wattevilleite","Wattevilleite","1879"
"Wavellite","Wavellite","1805"
"Wawayandaite","Wawayandaite","1988"
"Waylandite","Waylandite","1962"
"Wayneburnhamite","Wayneburnhamite","2016"
"Weberite","Weberite","1938"
"Weddellite","Weddellite","1936"
"Weeksite","Weeksite","1960"
"Wegscheiderite","Wegscheiderite","1961"
"Weibullite","Weibullite","1910"
"Weilerite","Weilerite","1962"
"Weilite","Weilite","1963"
"Weinebeneite","Weinebeneite","1990"
"Weishanite","Weishanite","1982"
"Weissbergite","Weissbergite","1975"
"Weissite","Weissite","1927"
"Welinite","Welinite","1966"
"Weloganite","Weloganite","1967"
"Welshite","Welshite","1973"
"Wendwilsonite","Wendwilsonite","1985"
"Wenjiite","Wenjiite","2021"
"Wenkite","Wenkite","1962"
"Werdingite","Werdingite","1988"
"Wermlandite","Wermlandite","1970"
"Wernerbaurite","Wernerbaurite","2012"
"Wernerkrauseite","Wernerkrauseite","2014"
"Wesselsite","Wesselsite","1994"
"Westerveldite","Westerveldite","1971"
"Wetherillite","Wetherillite","2014"
"Wheatleyite","Wheatleyite","1984"
"Whelanite","Whelanite","1977"
"Wherryite","Wherryite","1950"
"Whewellite","Whewellite","1852"
"Whitecapsite","Whitecapsite","2012"
"Whiteite-(CaFeMg)","Whiteite-(CaFeMg)","1975"
"Whiteite-(CaMgMg)","Whiteite-(CaMgMg)","2016"
"Whiteite-(CaMnMg)","Whiteite-(CaMnMg)","1986"
"Whiteite-(CaMnMn)","Whiteite-(CaMnMn)","2011"
"Whiteite-(MnFeMg)","Whiteite-(MnFeMg)","1978"
"Whiteite-(MnMnMg)","Whiteite-(MnMnMg)","2015"
"Whiterockite","Whiterockite","2020"
"Whitlockite","Whitlockite","1941"
"Whitmoreite","Whitmoreite","1974"
"Wickenburgite","Wickenburgite","1968"
"Wickmanite","Wickmanite","1965"
"Wicksite","Wicksite","1979"
"Widenmannite","Widenmannite","1961"
"Widgiemoolthalite","Widgiemoolthalite","1992"
"Wightmanite","Wightmanite","1962"
"Wiklundite","Wiklundite","2015"
"Wilancookite","Wilancookite","2015"
"Wilcoxite","Wilcoxite","1979"
"Wildcatite","Wildcatite","2020"
"Wildenauerite","Wildenauerite","2017"
"Wilhelmgümbelite","Wilhelmgumbelite","2015"
"Wilhelmkleinite","Wilhelmkleinite","1997"
"Wilhelmramsayite","Wilhelmramsayite","2004"
"Wilhelmvierlingite","Wilhelmvierlingite","1982"
"Wilkinsonite","Wilkinsonite","1988"
"Wilkmanite","Wilkmanite","1964"
"Willemite","Willemite","1830"
"Willemseite","Willemseite","1969"
"Willhendersonite","Willhendersonite","1981"
"Willyamite","Willyamite","1893"
"Wiluite","Wiluite","1997"
"Winchite","Winchite","1906"
"Windhoekite","Windhoekite","2010"
"Windmountainite","Windmountainite","2019"
"Winstanleyite","Winstanleyite","1979"
"Wiserite","Wiserite","1845"
"Witherite","Witherite","1784"
"Wittichenite","Wittichenite","1853"
"Wittite","Wittite","1924"
"Witzkeite","Witzkeite","2011"
"Wodginite","Wodginite","1963"
"Wöhlerite","Wohlerite","1843"
"Wolfeite","Wolfeite","1949"
"Wollastonite","Wollastonite","1818"
"Wölsendorfite","Wolsendorfite","1957"
"Wonesite","Wonesite","1979"
"Woodallite","Woodallite","2000"
"Woodhouseite","Woodhouseite","1937"
"Woodruffite","Woodruffite","1953"
"Woodwardite","Woodwardite","1866"
"Wooldridgeite","Wooldridgeite","1997"
"Wopmayite","Wopmayite","2011"
"Wrightite","Wrightite","2016"
"Wroewolfeite","Wroewolfeite","1973"
"Wulfenite","Wulfenite","1845"
"Wulffite","Wulffite","2013"
"Wülfingite","Wulfingite","1983"
"Wumuite","Wumuite","2018"
"Wupatkiite","Wupatkiite","1994"
"Wurtzite","Wurtzite","1861"
"Wüstite","Wustite","1927"
"Wuyanzhiite","Wuyanzhiite","2017"
"Wyartite","Wyartite","1959"
"Wycheproofite","Wycheproofite","1993"
"Wyllieite","Wyllieite","1972"
"Xanthiosite","Xanthiosite","1965"
"Xanthoconite","Xanthoconite","1840"
"Xanthoxenite","Xanthoxenite","1920"
"Xenophyllite","Xenophyllite","2006"
"Xenotime-(Y)","Xenotime-(Y)","1832"
"Xenotime-(Yb)","Xenotime-(Yb)","1998"
"Xiangjiangite","Xiangjiangite","1978"
"Xieite","Xieite","2007"
"Xifengite","Xifengite","1983"
"Xilingolite","Xilingolite","1982"
"Ximengite","Ximengite","1985"
